"iso_code","glottocode","wals_code","Name","genus","SVO_order","Glottocode","Name_SIL","Language.name","Longitude","Latitude","Area_GLOT","Continent_SIL","Country","Status_GLOT","Population_SIL","Family_SIL_Lv1","Family_SIL_Lv2","Family_SIL_Lv3","Family_GLOT_Lv1","Family_GLOT_Lv2","Family_GLOT_Lv3"
"mdq","mbol1247","mbl","Mbole","Bantoid",NA,"mbol1247","Mbole","Mbole",24.0443,-0.57181,"Africa","Africa","Congo, The Democratic Republic of the (CD)","not endangered",1e+05,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"mdr","mand1442","mnr","Mandar","South Sulawesi",NA,"mand1442","Mandar","Mandar",119.068,-3.34717,"Papunesia","Asia","Indonesia (ID)","not endangered",2e+05,"Austronesian","Malayo-Polynesian","Northern","Austronesian","Malayo-Polynesian","South Sulawesi"
"mdt","mber1257","mbe","Mbere","Bantoid","2 SVO","mber1257","Mbere","Mbere",14.2877,-0.47745,"Africa","Africa","Congo (CG) / Gabon (GA)","not endangered",60400,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"mdw","mbos1242","mdw","Mbosi","Bantoid","2 SVO","mbos1242","Mbosi","Mbosi",15.5322,-1.23019,"Africa","Africa","Congo (CG)","not endangered",108000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"mdx","dizi1235","diz","Dizi","Dizoid",NA,"dizi1235","Dizi","Dizin",35.5763,6.1405,"Africa","Africa","Ethiopia (ET)","not endangered",21100,"Afro-Asiatic","Omotic","Dizoid","Dizoid",NA,NA
"mdy","male1284","mle","Maale","North Omotic",NA,"male1284","Male","Male (Ethiopia)",36.9892,5.91975,"Africa","Africa","Ethiopia (ET)","threatened",53800,"Afro-Asiatic","Omotic","Gonga-Gimojan","Ta-Ne-Omotic","Ometo","North-West Ometo"
"mec","mara1385","mra","Mara","Maran","7 No dominant order","mara1385","Mara","Marra",134.865,-14.7927,"Australia","Pacific","Australia (AU)","nearly extinct",15,"Australian","Gunwingguan","Mara","Mangarrayi-Maran","Maran",NA
"mei","mido1240","mid","Midob","Nubian",NA,"mido1240","Midob","Midob",27.2236,14.789,"Africa","Africa","Sudan (SD)","not endangered",50000,"Nilo-Saharan","Eastern Sudanic","Nubian","Nubian","West-Central Nubian",NA
"mej","meya1236","mea","Meyah","East Bird's Head","2 SVO","meya1236","Meyah","Meyah",133.618,-1.18016,"Papunesia","Asia","Indonesia (ID)","not endangered",14800,"East Bird's Head-Sentani","East Bird's Head",NA,"East Bird's Head","Meax",NA
"mek","meke1243","mke","Mekeo","Oceanic",NA,"meke1243","Mekeo","Mekeo",146.586,-8.23853,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",19000,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"mel","cent2101","mel","Melanau","North Borneo",NA,"cent2101","Central Melanau","Central Melanau",111.346,2.52409,"Papunesia","Asia","Brunei Darussalam (BN) / Malaysia (MY)","threatened",113000,"Austronesian","Malayo-Polynesian","Melanau-Kajang","Austronesian","Malayo-Polynesian","North Borneo Malayo-Polynesian"
"men","mend1266","mde","Mende","Western Mande","1 SOV","mend1266","Mende","Mende (Sierra Leone)",-10.9926,7.90935,"Africa","Africa","Guinea (GN) / Liberia (LR) / Sierra Leone (SL)","not endangered",1480000,"Niger-Congo","Mande","Central-Southwestern","Mande","Western Mande","Manding-Kpelle"
"mep","miri1266","mir","Miriwung","Djeragan",NA,"miri1266","Miriwung","Miriwung",128.889,-16.3596,"Australia","Pacific","Australia (AU)","nearly extinct",110,"Australian","Djeragan",NA,"Jarrakan",NA,NA
"meu","motu1246","mtu","Motu","Oceanic","1 SOV","motu1246","Motu","Motu",147.424,-9.67492,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",39000,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"mev","mann1248","man","Mano","Eastern Mande","1 SOV","mann1248","Mann","Mann",-8.86405,7.04616,"Africa","Africa","C?te d'Ivoire (CI) / Guinea (GN) / Liberia (LR)","not endangered",188000,"Niger-Congo","Mande","Southeastern","Mande","Eastern Mande","Southeastern Mande"
"mey","hass1238","ahs","Arabic (Bani-Hassan)","Semitic",NA,"hass1238","Hassaniyya","Hassaniyya",-14.11,18.29,"Africa","Africa","Algeria (DZ) / Mali (ML) / Mauritania (MR) / Morocco (MA) / Niger (NE) / Senegal (SN) / Western Sahara (EH)","nearly extinct",2770000,"Afro-Asiatic","Semitic","South","Afro-Asiatic","Semitic","West Semitic"
"mez","meno1252","men","Menomini","Algonquian","7 No dominant order","meno1252","Menominee","Menominee",-88.6395,44.9794,"North America","Americas","United States (US)","moribund",39,"Algic","Algonquian",NA,"Algic","Algonquian",NA
"mfc","mbaa1245","mba","Mba","Ubangi","2 SVO","mbaa1245","Mba","Mba",25.143,1.06885,"Africa","Africa","Congo, The Democratic Republic of the (CD)","not endangered",36100,"Niger-Congo","Atlantic-Congo","North","Atlantic-Congo","Volta-Congo","North Volta-Congo"
"mfe","mori1278","mcr","Mauritian Creole","Creoles and Pidgins",NA,"mori1278","Morisyen","Morisyen",57.5517,-20.2613,"Africa","Africa","Mauritius (MU)","not endangered",8e+05,"Creole","French based",NA,"Indo-European","Italic","Latino-Faliscan"
"mfi","wand1278","mlg","Malgwa","Biu-Mandara","2 SVO","wand1278","Wandala","Wandala",13.8996,11.3169,"Africa","Africa","Cameroon (CM) / Nigeria (NG)","not endangered",23500,"Afro-Asiatic","Chadic","A","Afro-Asiatic","Chadic","Biu-Mandara"
"mfr","mari1424","mrh","Marrithiyel","Western Daly","1 SOV","mari1424","Marithiel","Marithiel",130.237,-13.8818,"Australia","Pacific","Australia (AU)","nearly extinct",25,"Australian","Daly","Bringen","Western Daly","Bringen","Marithielic"
"mfv","mand1419","mjk","Manjaku","Northern Atlantic",NA,"mand1419","Mandjak","Mandjak",-15.9217,12.829,"Africa","Africa","Gambia (GM) / Guinea-Bissau (GW) / Senegal (SN)","not endangered",184000,"Niger-Congo","Atlantic-Congo","Northern","Atlantic-Congo","North-Central Atlantic","Central Atlantic"
"mfy","mayo1264","myo","Mayo","Cahita",NA,"mayo1264","Mayo","Mayo",-108.981,26.4522,"North America","Americas","Mexico (MX)","threatened",40000,"Uto-Aztecan","Southern Uto-Aztecan","Cahita","Uto-Aztecan","Southern Uto-Aztecan","Cahitan"
"mgd","moru1253","mou","Moru","Moru-Ma'di","7 No dominant order","moru1253","Moru","Moru",30.3287,5.1232,"Africa","Africa","Sudan (SD)","not endangered",70000,"Nilo-Saharan","Central Sudanic","Moru-Madi","Central Sudanic","Moru-Madi",NA
"mge","mang1398","mgq","Mango","Bongo-Bagirmi",NA,"mang1398","Mango","Mango",16.9082,8.75884,"Africa","Africa","Chad (TD)","not endangered",52200,"Nilo-Saharan","Central Sudanic","Bongo-Bagirmi","Central Sudanic","Sara-Bongo-Bagirmi","SBB Occidental"
"mgf","makl1246","mkl","Maklew","Bulaka River","1 SOV","makl1246","Maklew","Maklew",139.273,-7.74424,"Papunesia","Asia","Indonesia (ID)","shifting",120,"South-Central Papuan","Yelmek-Maklew",NA,"Bulaka River",NA,NA
"mgh","makh1264","mua","Makua","Bantoid","2 SVO","makh1261","Makhuwa-Meetto","Makhuwa-Meetto",38.6874,-11.9553,"Africa","Africa","Mozambique (MZ) / Tanzania, United Republic of (TZ)","not endangered",963000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"mgl","male1289","mlu","Maleu","Oceanic","2 SVO","male1289","Maleu-Kilenge","Maleu-Kilenge",148.445,-5.61613,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",5200,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"mgp","east2352","mag","Magar","Mahakiranti","1 SOV","east2352","Eastern Magar","Eastern Magar",87.0617,27.4135,"Eurasia","Asia","India (IN) / Nepal (NP)","shifting",462000,"Sino-Tibetan","Tibeto-Burman","Mahakiranti","Sino-Tibetan","Himalayish","Mahakiranti"
"mgr","mamb1296","mmw","Mambwe","Bantoid",NA,"mamb1296","Mambwe-Lungu","Mambwe-Lungu",31.2269,-8.86817,"Africa","Africa","Tanzania, United Republic of (TZ) / Zambia (ZM)","not endangered",379000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"mgu","mail1248","mgi","Magi","Mailuan","1 SOV","mail1248","Mailu","Mailu",149.521,-10.3657,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",8500,"Trans-New Guinea","Southeast Papuan",NA,"Mailuan",NA,NA
"mgw","matu1259","mtb","Matuumbi","Bantoid","2 SVO","matu1259","Matumbi","Matumbi",39.0409,-8.53734,"Africa","Africa","Tanzania, United Republic of (TZ)","not endangered",72000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"mhd","mbug1240","mbg","Mbugu","Southern Cushitic",NA,"mbug1240","Mbugu","Mbugu",38.3519,-4.72863,"Africa","Africa","Tanzania, United Republic of (TZ)","shifting",7000,"Mixed language","Bantu-Cushitic",NA,"Mixed Language","Bantu-Cushitic",NA
"mhe","besi1244","mhm","Mah Meri","Aslian",NA,"besi1244","Mah Meri","Besisi",101.676,2.717,"Eurasia","Asia","Malaysia (MY)","shifting",2990,"Austro-Asiatic","Mon-Khmer","South Aslian","Austroasiatic","Aslian","South Aslian"
"mhi","madi1260","mad","Ma'di","Moru-Ma'di","7 No dominant order","madi1260","Madi","Ma'di",31.8471,3.62499,"Africa","Africa","Sudan (SD) / Uganda (UG)","not endangered",296000,"Nilo-Saharan","Central Sudanic","Moru-Madi","Central Sudanic","Moru-Madi","Southern Moru-Madi"
"mhj","mogh1245","mog","Moghol","Mongolic","1 SOV","mogh1245","Mogholi","Mogholi",62.2802,34.2504,"Eurasia","Asia","Afghanistan (AF)","extinct",200,"Altaic","Mongolic",NA,"Mongolic",NA,NA
"mhk","mung1266","mgk","Mungaka","Bantoid","2 SVO","mung1266","Mungaka","Mungaka",10.0294,5.89752,"Africa","Africa","Cameroon (CM)","not endangered",50100,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"mhq","mand1446","mdn","Mandan","Siouan","1 SOV","mand1446","Mandan","Mandan",-102.376,47.6631,"North America","Americas","United States (US)","extinct",6,"Siouan","Siouan Proper","Mandan","Siouan","Core Siouan",NA
"mhr","east2328","mme","Mari (Meadow)","Mari",NA,"east2328","Meadow Mari","Eastern Mari",48.405,55.8307,"Eurasia","Europe","Kazakhstan (KZ) / Russian Federation (RU)","threatened",451000,"Uralic","Mari",NA,"Uralic","Mari",NA
"mhs","buru1303","buu","Buru","Central Malayo-Polynesian","2 SVO","buru1303","Buru","Buru (Indonesia)",126.632,-3.43957,"Papunesia","Asia","Indonesia (ID)","not endangered",33000,"Austronesian","Malayo-Polynesian","Central Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"mhu","diga1241","dig","Digaro","Digaroan","1 SOV","diga1241","Digaro-Mishmi","Tawra",96.8803,28.4993,"Eurasia","Asia","China (CN) / India (IN)","shifting",8620,"Sino-Tibetan","Tibeto-Burman","Tani","Sino-Tibetan","Digarish",NA
"mhv","marm1234","akm","Arakanese (Marma)","Burmese-Lolo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mhx","maru1249","mru","Maru","Burmese-Lolo","1 SOV","maru1249","Lhao Vo","Maru",99.8338,24.9425,"Eurasia","Asia","China (CN) / Myanmar (MM)","not endangered",1e+05,"Sino-Tibetan","Tibeto-Burman","Burmish","Sino-Tibetan","Burmo-Qiangic","Lolo-Burmese"
"mhy","maan1238","myn","Ma'anyan","Barito","2 SVO","maan1238","Maanyan","Ma'anyan",115.092,-2.1239,"Papunesia","Asia","Indonesia (ID)","threatened",150000,"Austronesian","Malayo-Polynesian","East","Austronesian","Malayo-Polynesian","Basap-Greater Barito"
"mhz","morm1235","mor","Mor","South Halmahera - West New Guinea","2 SVO","morm1235","Mor","Mor (Mor Islands)",135.95,-2.87055,"Papunesia","Asia","Indonesia (ID)","shifting",700,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"mia","miam1252","ill","Illinois","Algonquian",NA,"miam1252","Miami","Miami",-90,40,"North America","Americas","United States (US)","extinct",2000,"Algic","Algonquian",NA,"Algic","Algonquian","Eastern Great Lakes Algonquian"
"mib","atat1238","mxa","Mixtec (Atatlahuca)","Mixtecan",NA,"atat1238","Atatlahuca Mixtec","Atatl?huca Mixtec",-97.6775,17.0713,"North America","Americas","Mexico (MX)","threatened",8300,"Oto-Manguean","Mixtecan","Mixtec","Otomanguean","Eastern Otomanguean","Amuzgo-Mixtecan"
"mic","mikm1235","mic","Micmac","Algonquian",NA,"mikm1235","Micmac","Mi'kmaq",-65.5766,45.9941,"North America","Americas","Canada (CA) / United States (US)","shifting",8960,"Algic","Algonquian",NA,"Algic","Algonquian","Eastern Algonquian"
"mid","nucl1706","mma","Mandaic (Modern)","Semitic",NA,"nucl1706","Mandaic","Mandaic",48.8128,31.3443,"Eurasia","Asia","Australia (AU) / Iran, Islamic Republic of (IR) / Iraq (IQ) / United States (US)","moribund",5000,"Afro-Asiatic","Semitic","Aramaic","Afro-Asiatic","Semitic","West Semitic"
"mie","ocot1243","mxo","Mixtec (Ocotepec)","Mixtecan","3 VSO","ocot1243","Ocotepec Mixtec","Ocotepec Mixtec",-97.7632,17.1442,"North America","Americas","Mexico (MX)","threatened",6500,"Oto-Manguean","Mixtecan","Mixtec","Otomanguean","Eastern Otomanguean","Amuzgo-Mixtecan"
"mif","mofu1248","mof","Mofu-Gudur","Biu-Mandara","2 SVO","mofu1248","Mofu-Gudur","Mofu-Gudur",14.0314,10.567,"Africa","Africa","Cameroon (CM)","not endangered",60000,"Afro-Asiatic","Chadic","A","Afro-Asiatic","Chadic","Biu-Mandara"
"mig","sanm1295","mxm","Mixtec (Molinos)","Mixtecan",NA,"sanm1295","San Miguel el Grande Mixtec","San Miguel El Grande Mixtec",-97.6225,17.0469,"North America","Americas","Mexico (MX)","threatened",14500,"Oto-Manguean","Mixtecan","Mixtec","Otomanguean","Eastern Otomanguean","Amuzgo-Mixtecan"
"mig","sanm1295","mxc","Mixtec (Chalcatongo)","Mixtecan","3 VSO","sanm1295","San Miguel el Grande Mixtec","San Miguel El Grande Mixtec",-97.6225,17.0469,"North America","Americas","Mexico (MX)","threatened",14500,"Oto-Manguean","Mixtecan","Mixtec","Otomanguean","Eastern Otomanguean","Amuzgo-Mixtecan"
"mig","sanm1295","mxg","Mixtec (San Miguel el Grande)","Mixtecan",NA,"sanm1295","San Miguel el Grande Mixtec","San Miguel El Grande Mixtec",-97.6225,17.0469,"North America","Americas","Mexico (MX)","threatened",14500,"Oto-Manguean","Mixtecan","Mixtec","Otomanguean","Eastern Otomanguean","Amuzgo-Mixtecan"
"mih","chay1249","mxu","Mixtec (Chayuco)","Mixtecan",NA,"chay1249","Chayuco Mixtec","Chayuco Mixtec",-97.83,16.42,"North America","Americas","Mexico (MX)","threatened",30000,"Oto-Manguean","Mixtecan","Mixtec","Otomanguean","Eastern Otomanguean","Amuzgo-Mixtecan"
"mik","mika1239","mki","Mikasuki","Muskogean","1 SOV","mika1239","Mikasuki","Mikasuki",-80.9085,26.0814,"North America","Americas","United States (US)","shifting",400,"Muskogean","Eastern",NA,"Muskogean",NA,NA
"mil","peno1244","mxp","Mixtec (Pe簽oles)","Mixtecan","3 VSO","peno1244","Penoles Mixtec","Pe?oles Mixtec",-97.0101,17.0671,"North America","Americas","Mexico (MX) / United States (US)","threatened",13400,"Oto-Manguean","Mixtecan","Mixtec","Otomanguean","Eastern Otomanguean","Amuzgo-Mixtecan"
"mim","alac1244","mxl","Mixtec (Alacatlatzala)","Mixtecan",NA,"alac1244","Alacatlatzala Mixtec","Alacatlatzala Mixtec",-98.58,17.25,"North America","Americas","Mexico (MX)","threatened",22200,"Oto-Manguean","Mixtecan","Mixtec","Otomanguean","Eastern Otomanguean","Amuzgo-Mixtecan"
"min","mina1268","min","Minangkabau","Malayo-Sumbawan","7 No dominant order","mina1268","Minangkabau","Minangkabau",100.44,-0.896,"Papunesia","Asia","Indonesia (ID)","not endangered",5530000,"Austronesian","Malayo-Polynesian","North and East","Austronesian","Malayo-Polynesian","Malayo-Sumbawan"
"mio","pino1237","mxj","Mixtec (Jicaltepec)","Mixtecan","3 VSO","pino1237","Pinotepa Nacional Mixtec","Pinotepa Nacional Mixtec",-97.9966,16.3043,"North America","Americas","Mexico (MX)","threatened",20000,"Oto-Manguean","Mixtecan","Mixtec","Otomanguean","Eastern Otomanguean","Amuzgo-Mixtecan"
"miq","misk1235","mis","Miskito","Misumalpan","1 SOV","misk1235","Miskito","M?skito",-84.2942,15.1576,"North America","Americas","Honduras (HN) / Nicaragua (NI)","not endangered",154000,"Misumalpan",NA,NA,"Misumalpan",NA,NA
"miy","ayut1236","mxt","Mixtec (Ayutla)","Mixtecan",NA,"ayut1236","Ayutla Mixtec","Ayutla Mixtec",-97.9545,16.4607,"North America","Americas","Mexico (MX)","threatened",8500,"Oto-Manguean","Mixtecan","Mixtec","Otomanguean","Eastern Otomanguean","Amuzgo-Mixtecan"
"miz","coat1241","mxz","Mixtec (Coatzospan)","Mixtecan",NA,"coat1241","Coatzospan Mixtec","Coatzospan Mixtec",-96.7636,18.0487,"North America","Americas","Mexico (MX)","shifting",5000,"Oto-Manguean","Mixtecan","Mixtec","Otomanguean","Eastern Otomanguean","Amuzgo-Mixtecan"
"mjc","sanj1281","mjc","Mixtec (San Juan Colorado)","Mixtecan",NA,"sanj1281","San Juan Colorado Mixtec","San Juan Colorado Mixtec",-97.9545,16.4607,"North America","Americas","Mexico (MX)","threatened",13500,"Oto-Manguean","Mixtecan","Mixtec","Otomanguean","Eastern Otomanguean","Amuzgo-Mixtecan"
"mjd","nort2951","knw","Konkow","Maiduan",NA,"nort2951","Northwest Maidu","Northwest Maidu",-121.368,39.6721,"North America","Americas","United States (US)","nearly extinct",4,"Penutian","Maiduan",NA,"Maiduan",NA,NA
"mjg","tuuu1240","mgg","Mangghuer","Mongolic","1 SOV","tuuu1240","Tu","Tu",102.117,36.8177,"Eurasia","Asia","China (CN)","threatened",152000,"Altaic","Mongolic","Mongour","Mongolic","Southern Periphery Mongolic","Shirongol"
"mji","kimm1245","mnu","Mun","Hmong-Mien",NA,"kimm1245","Kim Mun","Kim Mun",105.024,22.9856,"Eurasia","Asia","China (CN) / Lao People's Democratic Republic (LA) / Viet Nam (VN)","not endangered",2e+05,"Hmong-Mien","Mienic",NA,"Hmong-Mien","Mienic","Mien-Mun"
"mjk","matu1261","mtk","Matukar","Oceanic",NA,"matu1261","Matukar","Matukar",145.779,-4.9078,"Papunesia","Pacific","Papua New Guinea (PG)","shifting",430,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"mjw","karb1241","mik","Mikir","Kuki-Chin","1 SOV","karb1241","Karbi","Hills Karbi",93.0462,25.7317,"Eurasia","Asia","India (IN)","not endangered",492000,"Sino-Tibetan","Tibeto-Burman",NA,"Sino-Tibetan","Kuki-Chin-Naga","Naga"
"mkd","mace1250","mcd","Macedonian","Slavic","2 SVO","mace1250","Macedonian","Macedonian",21.7932,41.5957,"Eurasia","Europe","Albania (AL) / Bulgaria (BG) / Greece (GR) / Macedonia, Republic of (MK) / Serbia (RS)","not endangered",1390000,"Indo-European","Slavic","Eastern","Indo-European","Balto-Slavic","Slavic"
"mke","mawc1242","mwc","Mawchi","Indic",NA,"mawc1242","Mawchi","Mawchi",73.9956,21.5724,"Eurasia","Asia","India (IN)","not endangered",80000,"Indo-European","Indo-Iranian","Central zone","Indo-European","Indo-Iranian","Indo-Aryan"
"mkf","miya1266","miy","Miya","West Chadic","7 No dominant order","miya1266","Miya","Miya",9.71505,10.9234,"Africa","Africa","Nigeria (NG)","not endangered",30000,"Afro-Asiatic","Chadic","B","Afro-Asiatic","Chadic","West Chadic"
"mkj","moki1238","mok","Mokilese","Oceanic","2 SVO","moki1238","Mokilese","Mokilese",159.776,6.65651,"Papunesia","Pacific","Micronesia, Federated States of (FM)","shifting",1050,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"mks","sila1250","mxs","Mixtec (Silacayoapan)","Mixtecan",NA,"sila1250","Silacayoapan Mixtec","Silacayoapan Mixtec",-98.1163,17.5541,"North America","Americas","Mexico (MX) / United States (US)","threatened",18700,"Oto-Manguean","Mixtecan","Mixtec","Otomanguean","Eastern Otomanguean","Amuzgo-Mixtecan"
"mky","east2440","tab","Taba","South Halmahera - West New Guinea","2 SVO","east2440","East Makian","East Makian",127.423,0.07337,"Papunesia","Asia","Indonesia (ID)","shifting",20000,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"mkz","maka1316","mkj","Makasae","Makasae-Fataluku-Oirata","1 SOV","maka1316","Makasae","Makasae-Makalero",126.507,-8.65843,"Papunesia","Asia","Timor-Leste (TL)","not endangered",70000,"Trans-New Guinea","West",NA,"Timor-Alor-Pantar","East Timor-Bunaq","East Timor"
"mla","malo1243","tmm","Tamabo","Oceanic","2 SVO","malo1243","Malo","Tamambo",167.16,-15.6835,"Papunesia","Pacific","Vanuatu (VU)","threatened",4000,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
