"iso_code","glottocode","wals_code","Name","genus","SVO_order","Glottocode","Name_SIL","Language.name","Longitude","Latitude","Area_GLOT","Continent_SIL","Country","Status_GLOT","Population_SIL","Family_SIL_Lv1","Family_SIL_Lv2","Family_SIL_Lv3","Family_GLOT_Lv1","Family_GLOT_Lv2","Family_GLOT_Lv3"
"lif","limb1266","lim","Limbu","Mahakiranti",NA,"limb1266","Limbu","Limbu",87.8859,27.2703,"Eurasia","Asia","India (IN) / Nepal (NP)","shifting",334000,"Sino-Tibetan","Tibeto-Burman","Mahakiranti","Sino-Tibetan","Himalayish","Mahakiranti"
"lij","ligu1248","itg","Italian (Genoa)","Romance",NA,"ligu1248","Ligurian","Ligurian",7.90522,44.0816,"Eurasia","Europe","France (FR) / Italy (IT) / Monaco (MC)","shifting",1920000,"Indo-European","Italic","Italo-Western","Indo-European","Italic","Latino-Faliscan"
"lil","lill1248","lil","Lillooet","Interior Salish","3 VSO","lill1248","Lillooet","Lillooet",-122.04,50.7272,"North America","Americas","Canada (CA)","nearly extinct",200,"Salishan","Interior Salish",NA,"Salishan","Interior Salish","Northern Interior Salish"
"lin","ling1263","lin","Lingala","Bantoid","2 SVO","ling1263","Lingala","Lingala",15.2853,-4.40917,"Africa","Africa","Central African Republic (CF) / Congo (CG) / Congo, The Democratic Republic of the (CD)","not endangered",2040000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"lis","lisu1250","lis","Lisu","Burmese-Lolo","1 SOV","lisu1250","Lisu","Lisu",98.94,26.91,"Eurasia","Asia","China (CN) / India (IN) / Myanmar (MM) / Thailand (TH)","not endangered",610000,"Sino-Tibetan","Tibeto-Burman","Ngwi","Sino-Tibetan","Burmo-Qiangic","Lolo-Burmese"
"lit","lith1251","lit","Lithuanian","Baltic","2 SVO","lith1251","Lithuanian","Lithuanian",23.9601,55.1429,"Eurasia","Europe","Belarus (BY) / Latvia (LV) / Lithuania (LT) / Poland (PL) / Russian Federation (RU)","not endangered",2960000,"Indo-European","Baltic",NA,"Indo-European","Balto-Slavic","Eastern Baltic"
"liv","livv1244","liv","Liv","Finnic",NA,"livv1244","Liv","Liv",22.0262,57.566,"Eurasia","Europe","Latvia (LV)","extinct",18,"Uralic","Finnic",NA,"Uralic","Finnic","Coastal Finnic"
"liy","band1344","lnd","Linda","Ubangi","2 SVO","band1344","Banda-Bambari","Banda-Bambari",20.9827,6.21563,"Africa","Africa","Central African Republic (CF)","not endangered",183000,"Niger-Congo","Atlantic-Congo","North","Atlantic-Congo","Volta-Congo","North Volta-Congo"
"ljp","lamp1243","lmp","Lampung","Lampungic","2 SVO","lamp1243","Lampung Api","Lampung Api",105.037,-5.73463,"Papunesia","Asia","Indonesia (ID)","threatened",827000,"Austronesian","Malayo-Polynesian",NA,"Austronesian","Malayo-Polynesian","Lampungic"
"lkr","pari1256","par","P瓣ri","Nilotic","5 OVS","pari1256","Pari","P?ri",32.4822,5.09472,"Africa","Africa","Sudan (SD)","not endangered",28000,"Nilo-Saharan","Eastern Sudanic","Western","Nilotic","Western Nilotic","Luo-Burun"
"lkt","lako1247","lkt","Lakhota","Siouan","1 SOV","lako1247","Lakota","Lakota",-103.95,46.3699,"North America","Americas","Canada (CA) / United States (US)","shifting",6000,"Siouan","Siouan Proper","Mississippi Valley","Siouan","Core Siouan","Mississippi Valley"
"lld","ladi1250","ldn","Ladin","Romance",NA,"ladi1250","Ladin","Ladin",11.895,46.6065,"Eurasia","Europe","Italy (IT)","shifting",30000,"Indo-European","Italic","Italo-Western","Indo-European","Italic","Latino-Faliscan"
"lln","lele1276","lel","Lele","East Chadic","2 SVO","lele1276","Lele","Lele (Chad)",15.8115,9.158,"Africa","Africa","Chad (TD)","not endangered",26000,"Afro-Asiatic","Chadic","A","Afro-Asiatic","Chadic","East Chadic"
"llp","nort2836","ngu","Nguna","Oceanic","2 SVO","nort2836","North Efate","North Efate",168.375,-17.5774,"Papunesia","Pacific","Vanuatu (VU)","not endangered",9500,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"llu","lauu1247","lau","Lau","Oceanic",NA,"lauu1247","Lau","Lau",160.872,-8.51018,"Papunesia","Pacific","Solomon Islands (SB)","not endangered",16900,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"lmc","nucl1327","lml","Limilngan","Limilngan","7 No dominant order","nucl1327","Limilngan","Limilngan",131.845,-12.4294,"Australia","Pacific","Australia (AU)","nearly extinct",0,"Australian","Limilngan-Wulna",NA,"Limilngan-Wulna",NA,NA
"lme","peve1243","lam","Lam矇","Masa",NA,"peve1243","Peve","Peve",14.441,9.16111,"Africa","Africa","Cameroon (CM) / Chad (TD)","not endangered",30000,"Afro-Asiatic","Chadic",NA,"Afro-Asiatic","Chadic","Masa"
"lml","hano1246","rag","Raga","Oceanic","2 SVO","hano1246","Hano","Hano",168.167,-15.5432,"Papunesia","Pacific","Vanuatu (VU)","not endangered",6500,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"lmn","lamb1269","lmn","Lamani","Indic","1 SOV","lamb1269","Lambadi","Lambadi",76.9717,16.5734,"Eurasia","Asia","India (IN)","not endangered",6e+06,"Indo-European","Indo-Iranian","Central zone","Indo-European","Indo-Iranian","Indo-Aryan"
"lmu","lame1260","lmu","Lamen","Oceanic","2 SVO","lame1260","Lamenu","Lamenu",168.171,-16.6098,"Papunesia","Pacific","Vanuatu (VU)","shifting",850,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"lmw","lake1258","mwl","Miwok (Lake)","Miwok",NA,"lake1258","Lake Miwok","Lake Miwok",-122.621,39.0021,"North America","Americas","United States (US)","extinct",2,"Penutian","Yok-Utian","Miwokan","Miwok-Costanoan","Miwokan","Western Miwokan"
"lnb","mbal1255","mhu","Mbalanhu","Bantoid","2 SVO","mbal1255","Mbalanhu","Mbalanhu",16.0275,-17.5789,"Africa","Africa","Namibia (NA)","threatened",200,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"lnd","lund1271","lud","Lun Dayeh","North Borneo",NA,"lund1271","Lun Bawang","Lundayeh",115.5,4.25064,"Papunesia","Asia","Brunei Darussalam (BN) / Indonesia (ID) / Malaysia (MY)","not endangered",24000,"Austronesian","Malayo-Polynesian","North Sarawakan","Austronesian","Malayo-Polynesian","North Borneo Malayo-Polynesian"
"lnj","leni1238","lnj","Linngithig","Pama-Nyungan",NA,"leni1238","Leningitij","Linngithigh",141.962,-12.7714,"Australia","Pacific","Australia (AU)","extinct",0,"Australian","Pama-Nyungan","Northern Pama","Pama-Nyungan","Paman","Northern Pama"
"lnj","leni1238","agt","Anguthimri","Pama-Nyungan","1 SOV","leni1238","Leningitij","Linngithigh",141.962,-12.7714,"Australia","Pacific","Australia (AU)","extinct",0,"Australian","Pama-Nyungan","Northern Pama","Pama-Nyungan","Paman","Northern Pama"
"lns","lamn1239","lns","Lamnso'","Bantoid",NA,"lamn1239","Lamnso","Lamnso'",11.0684,6.39743,"Africa","Africa","Cameroon (CM) / Nigeria (NG)","not endangered",125000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"lob","lobi1245","lob","Lobi","Gur",NA,"lobi1245","Lobi","Lobi",-3.336,9.96122,"Africa","Africa","Burkina Faso (BF) / C?te d'Ivoire (CI) / Ghana (GH)","not endangered",286000,"Niger-Congo","Atlantic-Congo","North","Atlantic-Congo","Volta-Congo","North Volta-Congo"
"log","logo1259","lgt","Logoti","Moru-Ma'di","7 No dominant order","logo1259","Logo","Logo",29.8866,3.32608,"Africa","Africa","Congo, The Democratic Republic of the (CD) / Sudan (SD)","not endangered",210000,"Nilo-Saharan","Central Sudanic","Moru-Madi","Central Sudanic","Moru-Madi","Central Moru-Madi"
"loj","louu1245","lou","Lou","Oceanic","2 SVO","louu1245","Lou","Lou",147.346,-2.38659,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",1000,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"lok","loko1255","lok","Loko","Western Mande",NA,"loko1255","Loko","Loko",-12.1583,9.11838,"Africa","Africa","Sierra Leone (SL)","not endangered",138000,"Niger-Congo","Mande","Central-Southwestern","Mande","Western Mande","Manding-Kpelle"
"lol","mong1338","mgo","Mongo","Bantoid","2 SVO","mong1338","Mongo-Nkundu","Mongo",20.4259,-1.54228,"Africa","Africa","Congo, The Democratic Republic of the (CD)","not endangered",4e+05,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"lom","loma1260","lma","Loma","Western Mande",NA,"loma1260","Loma","Loma (Liberia)",-9.69906,7.91585,"Africa","Africa","Guinea (GN) / Liberia (LR)","not endangered",165000,"Niger-Congo","Mande","Central-Southwestern","Mande","Western Mande","Manding-Kpelle"
"los","loni1238","lon","Loniu","Oceanic","2 SVO","loni1238","Loniu","Loniu",147.35,-2.06124,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",460,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"loy","lowa1242","brl","Baragaunle","Bodic","1 SOV","lowa1242","Lowa","Lowa",83.8959,29.0324,"Eurasia","Asia","Nepal (NP)","shifting",7500,"Sino-Tibetan","Tibeto-Burman","Tibeto-Kanauri","Sino-Tibetan","Bodic","Bodish"
"loz","lozi1239","loz","Lozi","Bantoid",NA,"lozi1239","Lozi","Lozi",24.7398,-17.7052,"Africa","Africa","Botswana (BW) / Namibia (NA) / Zambia (ZM) / Zimbabwe (ZW)","not endangered",610000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"lrc","nort2645","lur","Luri","Iranian",NA,"nort2645","Northern Luri","Northern Luri",47.916,32.5438,"Eurasia","Asia","Iran, Islamic Republic of (IR) / Iraq (IQ)","not endangered",1500000,"Indo-European","Indo-Iranian","Western","Indo-European","Indo-Iranian","Iranian"
"lrg","lara1258","lar","Laragia","Laragiyan",NA,"lara1258","Laragia","Laragia",130.922,-12.4111,"Australia","Pacific","Australia (AU)","nearly extinct",0,"Australian","Laragiyan",NA,NA,NA,NA
"lti","leti1246","let","Leti","Central Malayo-Polynesian","2 SVO","leti1246","Leti","Leti (Indonesia)",127.674,-8.19808,"Papunesia","Asia","Indonesia (ID)","shifting",7500,"Austronesian","Malayo-Polynesian","Central Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"ltz","luxe1241","lux","Luxemburgeois","Germanic",NA,"luxe1241","Luxembourgeois","Luxembourgish",6.14931,49.6839,"Eurasia","Europe","Belgium (BE) / France (FR) / Germany (DE) / Luxembourg (LU)","threatened",250000,"Indo-European","Germanic","High German","Indo-European","Germanic","Northwest Germanic"
"lua","luba1249","blu","Bena-Lulua","Bantoid",NA,"luba1249","Luba-Kasai","Luba-Lulua",22.4422,-5.72717,"Africa","Africa","Angola (AO) / Congo, The Democratic Republic of the (CD)","not endangered",6300000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"lua","luba1249","cil","CiLuba","Bantoid",NA,"luba1249","Luba-Kasai","Luba-Lulua",22.4422,-5.72717,"Africa","Africa","Angola (AO) / Congo, The Democratic Republic of the (CD)","not endangered",6300000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"lub","luba1250","kil","Kiluba","Bantoid","2 SVO","luba1250","Luba-Katanga","Luba-Katanga",25.8918,-8.2816,"Africa","Africa","Congo, The Democratic Republic of the (CD)","not endangered",1510000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"lue","luva1239","luv","Luvale","Bantoid","2 SVO","luva1239","Luvale","Luvale",22.2924,-13.5382,"Africa","Africa","Angola (AO) / Zambia (ZM)","not endangered",464000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"lug","gand1255","lda","Luganda","Bantoid",NA,"gand1255","Ganda","Ganda",32.1515,0.66884,"Africa","Africa","Uganda (UG)","not endangered",4130000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"lui","luis1253","lui","Luise簽o","Takic","7 No dominant order","luis1253","Luiseno","Luiseno",-116.939,33.3184,"North America","Americas","United States (US)","extinct",35,"Uto-Aztecan","Northern Uto-Aztecan","Cupan","Uto-Aztecan","Northern Uto-Aztecan","Californian Uto-Aztecan"
"lun","lund1266","lbu","Lunda","Bantoid","2 SVO","lund1266","Lunda","Lunda",23.8662,-11.1793,"Africa","Africa","Angola (AO) / Congo, The Democratic Republic of the (CD) / Zambia (ZM)","not endangered",450000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"luo","luok1236","luo","Luo","Nilotic","2 SVO","luok1236","Dholuo","Luo (Kenya and Tanzania)",34.4896,-0.93296,"Africa","Africa","Kenya (KE) / Tanzania, United Republic of (TZ)","not endangered",4270000,"Nilo-Saharan","Eastern Sudanic","Western","Nilotic","Western Nilotic","Luo-Burun"
"lus","lush1249","miz","Mizo","Kuki-Chin","1 SOV","lush1249","Mizo","Mizo",92.6247,22.6138,"Eurasia","Asia","Bangladesh (BD) / India (IN) / Myanmar (MM)","threatened",529000,"Sino-Tibetan","Tibeto-Burman","Kuki-Chin","Sino-Tibetan","Kuki-Chin-Naga","Kuki-Chin"
"lut","lush1252","lus","Lushootseed","Central Salish",NA,"lush1252","Lushootseed","Northern Lushootseed",-122.529,48.42,"North America","Americas","United States (US)","nearly extinct",60,"Salishan","Central Salish",NA,"Salishan","Central Salish","Lushootseed-Puget"
"luy","saam1283","luy","Luyia","Bantoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lvk","lavu1241","lav","Lavukaleve","Lavukaleve","1 SOV","lavu1241","Lavukaleve","Lavukaleve",159.119,-9.05569,"Papunesia","Pacific","Solomon Islands (SB)","shifting",1780,"Central Solomons",NA,NA,NA,NA,NA
"lwo","luwo1239","jlu","Jur Luwo","Nilotic",NA,"luwo1239","Luwo","Luwo",28.1378,7.35089,"Africa","Africa","Sudan (SD)","not endangered",80000,"Nilo-Saharan","Eastern Sudanic","Western","Nilotic","Western Nilotic","Luo-Burun"
"lww","lewo1242","lew","Lewo","Oceanic","2 SVO","lewo1242","Lewo","Lewo",168.334,-16.7612,"Papunesia","Pacific","Vanuatu (VU)","not endangered",2200,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"lzz","lazz1240","laz","Laz","Kartvelian",NA,"lazz1240","Laz","Laz",41.9096,41.5004,"Eurasia","Asia","Georgia (GE) / Turkey (TR)","threatened",30000,"Kartvelian","Zan",NA,"Kartvelian","Georgian-Zan","Zan"
"mad","nucl1460","mdr","Madurese","Malayo-Sumbawan",NA,"nucl1460","Madura","Madurese",113,-7,"Papunesia","Asia","Indonesia (ID)","not endangered",1.4e+07,"Austronesian","Malayo-Polynesian","Madurese","Austronesian","Malayo-Polynesian","Malayo-Sumbawan"
"mag","maga1260","mgh","Magahi","Indic","1 SOV","maga1260","Magahi","Magahi",85.3335,25.0915,"Eurasia","Asia","India (IN)","not endangered",1.3e+07,"Indo-European","Indo-Iranian","Eastern zone","Indo-European","Indo-Iranian","Indo-Aryan"
"mah","mars1254","msh","Marshallese","Oceanic",NA,"mars1254","Marshallese","Marshallese",167.73,8.72,"Papunesia","Pacific","Marshall Islands (MH)","not endangered",43900,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"mai","mait1250","mai","Maithili","Indic",NA,"mait1250","Maithili","Maithili",86.2211,26.3817,"Eurasia","Asia","India (IN) / Nepal (NP)","not endangered",3.2e+07,"Indo-European","Indo-Iranian","Eastern zone","Indo-European","Indo-Iranian","Indo-Aryan"
"mak","maka1311","mks","Makassar","South Sulawesi",NA,"maka1311","Makasar","Makasar",119.838,-5.65551,"Papunesia","Asia","Indonesia (ID)","threatened",1600000,"Austronesian","Malayo-Polynesian","Makassar","Austronesian","Malayo-Polynesian","South Sulawesi"
"mal","mala1464","mym","Malayalam","Southern Dravidian","1 SOV","mala1464","Malayalam","Malayalam",76.7651,9.59208,"Eurasia","Asia","India (IN)","not endangered",3.5e+07,"Dravidian","Southern","Tamil-Kodagu","Dravidian","South Dravidian","South Dravidian I"
"maq","chiq1250","mzc","Mazatec (Chiquihuitl獺n)","Popolocan",NA,"chiq1250","Chiquihuitlan Mazatec","Chiquihuitl?n Mazatec",-96.6659,18.0541,"North America","Americas","Mexico (MX)","shifting",2500,"Oto-Manguean","Popolocan",NA,"Otomanguean","Eastern Otomanguean","Popoloca-Zapotecan"
"mar","mara1378","mhi","Marathi","Indic","1 SOV","mara1378","Marathi","Marathi",76.6665,17.9344,"Eurasia","Asia","India (IN)","not endangered",6.8e+07,"Indo-European","Indo-Iranian","Southern zone","Indo-European","Indo-Iranian","Indo-Aryan"
"mas","masa1300","maa","Maasai","Nilotic","3 VSO","masa1300","Maasai","Masai",36.4573,-3.1419,"Africa","Africa","Kenya (KE) / Tanzania, United Republic of (TZ)","extinct",590000,"Nilo-Saharan","Eastern Sudanic","Eastern","Nilotic","Eastern Nilotic","Teso-Lotuxo-Maa"
"mau","huau1238","mzh","Mazatec (Huautla)","Popolocan","7 No dominant order","huau1238","Huautla Mazatec","Huautla Mazatec",-96.724,18.2556,"North America","Americas","Mexico (MX)","threatened",82200,"Oto-Manguean","Popolocan",NA,"Otomanguean","Eastern Otomanguean","Popoloca-Zapotecan"
"maw","mamp1244","mmp","Mampruli","Gur",NA,"mamp1244","Mampruli","Mampruli",-0.74675,10.3884,"Africa","Africa","Ghana (GH) / Togo (TG)","not endangered",220000,"Niger-Congo","Atlantic-Congo","North","Atlantic-Congo","Volta-Congo","North Volta-Congo"
"maz","maza1293","maz","Mazahua","Otomian",NA,"cent2144","Central Mazahua","Central Mazahua",-100.018,19.7357,"North America","Americas","Mexico (MX)","shifting",350000,"Oto-Manguean","Otopamean","Mazahua","Otomanguean","Western Otomanguean","Otopame-Chinantecan"
"mbb","west2555","mwb","Manobo (Western Bukidnon)","Greater Central Philippine","3 VSO","west2555","Western Bukidnon Manobo","Western Bukidnon Manobo",124.825,7.6682,"Papunesia","Asia","Philippines (PH)","threatened",19000,"Austronesian","Malayo-Polynesian","Greater Central Philippine","Austronesian","Malayo-Polynesian","Greater Central Philippine"
"mbc","macu1259","mac","Macushi","Cariban","7 No dominant order","macu1259","Macushi","Macushi",-60.2209,4.31861,"South America","Americas","Brazil (BR) / Guyana (GY) / Venezuela, Bolivarian Republic of (VE)","shifting",19000,"Carib","Northern","Macushi-Kapon","Cariban","Venezuelan Cariban","Pemong-Panare"
"mbe","mola1238","mll","Molala","Molala",NA,"mola1238","Molale","Molale",-122.857,44.556,"North America","Americas","United States (US)","extinct",0,"Penutian","Unclassified",NA,NA,NA,NA
"mbj","nade1244","nad","Nad禱b","Nadahup","6 OSV","nade1244","Nadeb","Nad?b",-66.3068,-1.24449,"South America","Americas","Brazil (BR)","shifting",300,"Maku",NA,NA,"Nadahup",NA,NA
"mbl","maxa1247","max","Maxakal穩","Maxakal穩","1 SOV","maxa1247","Maxakali","Maxakal?",-40.7891,-16.9402,"South America","Americas","Brazil (BR)","shifting",800,"Macro-Ge","Maxakali",NA,"Nuclear-Macro-Je","Maxakalian","Western Maxakali"
"mbn","maca1259","mcg","Macagu獺n","Guahiban",NA,"maca1259","Macaguan","Macagu?n",-71.2671,6.34582,"South America","Americas","Colombia (CO)","shifting",1010,"Guahiban",NA,NA,"Guahiboan",NA,NA
"mbp","mala1522","dam","Damana","Aruak","7 No dominant order","mala1522","Malayo","Malayo",-73.4056,10.9286,"South America","Americas","Colombia (CO)","shifting",1920,"Chibchan","Aruak",NA,"Chibchan","Core Chibchan","Magdalenic"
"mbq","mais1250","msn","Maisin","Oceanic","1 SOV","mais1250","Maisin","Maisin",148.731,-9.22853,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",2610,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"mbr","nuka1242","nuk","Nukak","Cacua-Nukak",NA,"nuka1242","Nukak Maku","Nukak Mak?",-71.4629,2.65939,"South America","Americas","Colombia (CO)","shifting",400,"Maku",NA,NA,"Kakua-Nukak",NA,NA
"mbt","mati1250","kuz","Kulamanen","Greater Central Philippine",NA,"mati1250","Matigsalug Manobo","Matigsalug Manobo",125.16,7.72124,"Papunesia","Asia","Philippines (PH)","not endangered",30000,"Austronesian","Malayo-Polynesian","Greater Central Philippine","Austronesian","Malayo-Polynesian","Greater Central Philippine"
"mbw","mari1435","mav","Maring","Chimbu",NA,"mari1435","Maring","Maring",144.642,-5.44015,"Papunesia","Pacific","Papua New Guinea (PG)","threatened",11000,"Trans-New Guinea","Chimbu-Wahgi",NA,"Nuclear Trans New Guinea","Chimbu-Wahgi","Jimi"
"mca","maca1260","mca","Maca","Matacoan",NA,"maca1260","Maka","Maca",-57.3694,-25.0119,"South America","Americas","Paraguay (PY)","shifting",1500,"Mataco-Guaicuru","Mataco",NA,"Matacoan","Mataguayo I",NA
"mcb","mach1267","mch","Machiguenga","Pre-Andine Arawakan",NA,"mach1267","Machiguenga","Machiguenga",-72.5017,-12.1291,"South America","Americas","Peru (PE)","shifting",10100,"Arawakan","Maipuran","Pre-Andine","Arawakan","Southern Maipuran","Pre-Andine Maipuran"
"mcd","shar1245","shh","Sharanahua","Panoan","1 SOV","shar1245","Sharanahua","Sharanahua",-71.1232,-9.8626,"South America","Americas","Brazil (BR) / Peru (PE)","moribund",450,"Panoan","South-Central",NA,"Pano-Tacanan","Panoan","Mainline Pano"
"mcf","mats1244","myr","Mats矇s","Panoan","1 SOV","mats1244","Matses","Mats?s",-72.6281,-5.73914,"South America","Americas","Brazil (BR) / Peru (PE)","shifting",1400,"Panoan","Northern",NA,"Pano-Tacanan","Panoan","Mayoruna Branch"
"mcg","mapo1246","mpy","Mapoyo","Cariban",NA,"mapo1246","Mapoyo","Mapoyo",-67.2581,5.96952,"South America","Americas","Colombia (CO) / Venezuela, Bolivarian Republic of (VE)","nearly extinct",12,"Carib","Northern",NA,"Cariban","Venezuelan Cariban","Mapoyo-Tamanaku"
"mch","maqu1238","cde","Carib (De'kwana)","Cariban","1 SOV","maqu1238","Maquiritari","Maquiritari",-64.3877,4.70705,"South America","Americas","Brazil (BR) / Venezuela, Bolivarian Republic of (VE)","shifting",5520,"Carib","Southern",NA,"Cariban","Guianan","Maquiritari-Wayumara"
"mcm","mala1533","mlc","Malacca Creole","Creoles and Pidgins",NA,"mala1533","Malaccan Creole Portuguese","Malacca-Batavia Portuguese Creole",102.262,2.18809,"Eurasia","Asia","Malaysia (MY)","shifting",1000,"Creole","Portuguese based",NA,"Indo-European","Italic","Latino-Faliscan"
"mcn","masa1322","mas","Masa","Masa","2 SVO","masa1322","Masana","Masana",15.4748,10.0606,"Africa","Africa","Cameroon (CM) / Chad (TD)","not endangered",130000,"Afro-Asiatic","Chadic",NA,"Afro-Asiatic","Chadic","Masa"
"mco","coat1238","mco","Mixe (Coatl獺n)","Mixe-Zoque",NA,"coat1238","Coatlan Mixe","Coatl?n Mixe",-95.4659,16.9404,"North America","Americas","Mexico (MX)","threatened",5000,"Mixe-Zoque","Mixe",NA,"Mixe-Zoque","Mixe","Oaxaca Mixe"
"mcp","maka1304","mkz","Makaa","Bantoid","2 SVO","maka1304","Makaa","Makaa",13.0789,4.15471,"Africa","Africa","Cameroon (CM)","not endangered",80000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"mcr","meny1245","mey","Menya","Angan","1 SOV","meny1245","Menya","Menya",146.071,-7.17425,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",20000,"Trans-New Guinea","Angan",NA,"Angan","Nuclear Angan","Kapau-Menya"
"mcs","mamb1294","mmi","Mambai","Adamawa",NA,"mamb1294","Mambai","Mambai",14.0013,9.6121,"Africa","Africa","Cameroon (CM) / Chad (TD)","threatened",8000,"Niger-Congo","Atlantic-Congo","North","Atlantic-Congo","Volta-Congo","North Volta-Congo"
"mcu","came1252","mla","Mambila","Bantoid","2 SVO","came1252","Cameroon Mambila","Donga Mambila",11.4195,6.43829,"Africa","Africa","Cameroon (CM) / Nigeria (NG)","shifting",30000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"mda","mada1282","mdz","Mada (in Nigeria)","Platoid",NA,"mada1282","Mada","Mada (Nigeria)",8.34119,9.02294,"Africa","Africa","Nigeria (NG)","not endangered",1e+05,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"mdd","mbum1254","mbm","Mbum","Adamawa","2 SVO","mbum1254","Mbum","Mbum",14.2722,7.5789,"Africa","Africa","Cameroon (CM) / Central African Republic (CF)","not endangered",38600,"Niger-Congo","Atlantic-Congo","North","Atlantic-Congo","Volta-Congo","North Volta-Congo"
"mde","maba1277","mab","Maba","Maban","1 SOV","maba1277","Maba","Maba (Chad)",20.8889,12.8915,"Africa","Africa","Chad (TD)","not endangered",296000,"Nilo-Saharan","Eastern Sudanic","Western","Maban","Mabang","Maba-Masalit"
"mdf","moks1248","mmo","Mordvin (Moksha)","Mordvin",NA,"moks1248","Moksha","Moksha",42.6728,54.1855,"Eurasia","Europe","Russian Federation (RU)","not endangered",614000,"Uralic","Mordvin",NA,"Uralic","Mordvin",NA
"mdh","magu1243","mgn","Magindanao","Greater Central Philippine",NA,"magu1243","Maguindanao","Maguindanao",124.509,6.9453,"Papunesia","Asia","Philippines (PH)","not endangered",1e+06,"Austronesian","Malayo-Polynesian","Greater Central Philippine","Austronesian","Malayo-Polynesian","Greater Central Philippine"
"mdi","mamv1243","mmv","Mamvu","Mangbutu-Efe","2 SVO","mamv1243","Mamvu","Mamvu",28.9862,2.68167,"Africa","Africa","Congo, The Democratic Republic of the (CD)","not endangered",60000,"Nilo-Saharan","Central Sudanic","Mangbutu-Efe","Central Sudanic","Membi-Mangbutu-Efe","Mangbutu-Efe"
"mdj","mang1394","mbt","Mangbetu","Mangbetu","2 SVO","mang1394","Mangbetu","Mangbetu",27.0712,2.5511,"Africa","Africa","Congo, The Democratic Republic of the (CD)","not endangered",620000,"Nilo-Saharan","Central Sudanic","Mangbetu","Central Sudanic","Mangbetu-Asua","Mangbetuic"
"mdm","mayo1261","myg","Mayogo","Ubangi","2 SVO","mayo1261","Mayogo","Mayogo",27.8282,2.79827,"Africa","Africa","Congo, The Democratic Republic of the (CD)","not endangered",1e+05,"Niger-Congo","Atlantic-Congo","North","Atlantic-Congo","Volta-Congo","North Volta-Congo"
