Glottocode,ISO,Name_SIL,Language name,Longitude,Latitude,Area_GLOT,Continent_SIL,Country,Status_GLOT,Population_SIL,Family_SIL_Lv1,Family_SIL_Lv2,Family_SIL_Lv3,Family_GLOT_Lv1,Family_GLOT_Lv2,Family_GLOT_Lv3
ekit1246,eke,Ekit,Ekit,7.89222,4.7645,Africa,Africa,Nigeria (NG),threatened,200000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
ekpe1253,ekp,Ekpeye,Ekpeye,6.53362,5.06715,Africa,Africa,Nigeria (NG),not endangered,30000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
elal1235,zpp,El Alto Zapotec,El Alto Zapotec,-96.9987,16.8742,North America,Americas,Mexico (MX),shifting,900,Oto-Manguean,Zapotecan,NA,Otomanguean,Eastern Otomanguean,Popoloca-Zapotecan
elam1244,elx,NA,Elamite,48.2333,31.1833,Eurasia,NA,"Iran, Islamic Republic of (IR)",extinct,NA,NA,NA,NA,NA,NA,NA
elem1253,elm,Eleme,Eleme,7.267,4.72964,Africa,Africa,Nigeria (NG),not endangered,58000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
elep1240,ele,Elepi,Elepi,143.93,-3.7505,Papunesia,Pacific,Papua New Guinea (PG),shifting,330,Torricelli,Marienberg,NA,Nuclear Torricelli,Marienberg,Elepi-Kamasau-Marienberg
elhu1238,elh,El Hugeirat,El Hugeirat,28.5901,11.948,Africa,Africa,Sudan (SD),moribund,50,Nilo-Saharan,Eastern Sudanic,Nubian,Nubian,West-Central Nubian,Central Nubian
elip1238,ekm,Elip,Elip,11.193,4.45694,Africa,Africa,Cameroon (CM),not endangered,6400,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
elke1240,elk,Elkei,Elkei,142.093,-3.45544,Papunesia,Pacific,Papua New Guinea (PG),shifting,1640,Torricelli,Wapei-Palei,NA,Nuclear Torricelli,Au-Olo-Elkei,Olo-Elkei
elmo1238,elo,El Molo,El Molo,36.7619,2.79312,Africa,Africa,Kenya (KE),extinct,8,Afro-Asiatic,Cushitic,Western Omo-Tana,Afro-Asiatic,Cushitic,East Cushitic
elna1235,crn,El Nayar Cora,El Nayar Cora,-104.467,22.4099,North America,Americas,Mexico (MX) / United States (US),threatened,8000,Uto-Aztecan,Southern Uto-Aztecan,Corachol,Uto-Aztecan,Southern Uto-Aztecan,Corachol-Aztecan
elot1235,zte,Elotepec Zapotec,Elotepec Zapotec,-97.1912,16.8693,North America,Americas,Mexico (MX),shifting,200,Oto-Manguean,Zapotecan,NA,Otomanguean,Eastern Otomanguean,Popoloca-Zapotecan
eloy1241,afo,Eloyi,Eloyi,7.97061,8.24696,Africa,Africa,Nigeria (NG),not endangered,25000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
else1239,mrf,Elseng,Elseng,140.418,-3.00176,Papunesia,Asia,Indonesia (ID),shifting,300,Language Isolate,NA,NA,NA,NA,NA
eluu1241,elu,Elu,Elu,147.101,-1.99841,Papunesia,Pacific,Papua New Guinea (PG),shifting,220,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
elym1237,xly,NA,Elymian,NA,NA,Eurasia,NA,Italy (IT),NA,NA,NA,NA,NA,Unclassifiable,NA,NA
emab1235,yzg,Buyang E'ma,E'ma Buyang,106.03,23.6046,Eurasia,Asia,China (CN),shifting,300,Tai-Kadai,Kadai,Buyang,Tai-Kadai,Kadaic,Eastern Kra
emae1237,mmw,Emae,Emae,168.399,-17.052,Papunesia,Pacific,Vanuatu (VU),shifting,400,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
emai1241,ema,Emai-Iuleha-Ora,Emai-Iuleha-Ora,5.84494,7.09089,Africa,Africa,Nigeria (NG),not endangered,100000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
eman1238,emn,Eman,Eman,9.70562,6.22923,Africa,Africa,Cameroon (CM),shifting,800,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
emba1238,emb,Embaloh,Embaloh,112.63,1.3156,Papunesia,Asia,Indonesia (ID),not endangered,10000,Austronesian,Malayo-Polynesian,Bugis,Austronesian,Malayo-Polynesian,South Sulawesi
embe1259,bdc,Embera-Baudo,Ember?-Baud?,-76.3255,5.2824,South America,Americas,Colombia (CO),threatened,5000,Choco,Embera,NA,Chocoan,Embera,Atrato
embe1260,cto,Embera-Catio,Ember?-Cat?o,-76.7476,7.52721,South America,Americas,Colombia (CO) / Panama (PA),threatened,15000,Choco,Embera,NA,Chocoan,Embera,Atrato
embe1261,tdc,Embera-Tado,Ember?-Tad?,-77.1533,5.23658,South America,Americas,Colombia (CO),threatened,1000,Choco,Embera,NA,Chocoan,Embera,San Juan
embe1262,cmi,Embera-Chami,Ember?-Cham?,-76.0749,4.8791,South America,Americas,Colombia (CO),threatened,5510,Choco,Embera,NA,Chocoan,Embera,San Juan
embu1241,ebu,Kiembu,Embu,37.5933,-0.62822,Africa,Africa,Kenya (KE),not endangered,429000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
emer1243,eme,Emerillon,Emerillon,-52.3699,3.23694,South America,Americas,Brazil (BR) / French Guiana (GF),shifting,400,Tupi,Tupi-Guarani,NA,Tupian,Maweti-Guarani,Aweti-Guarani
emil1241,egl,NA,Emiliano,11.5794,44.3536,Eurasia,NA,Italy (IT),shifting,NA,NA,NA,NA,Indo-European,Italic,Latino-Faliscan
empl1237,emw,Emplawas,Emplawas,129.721,-8.03209,Papunesia,Asia,Indonesia (ID),shifting,250,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
emum1240,enr,Emem,Emumu,140.903,-3.74242,Papunesia,Asia,Indonesia (ID),shifting,2000,Pauwasi,Eastern,NA,Pauwasi,Eastern Pauwasi,NA
enap1235,pbh,Enapa Woromaipu,Panare,-65.8483,6.95035,South America,Americas,"Venezuela, Bolivarian Republic of (VE)",threatened,3540,Carib,Northern,NA,Cariban,Venezuelan Cariban,Pemong-Panare
enaw1238,unk,Enawene-Nawe,Enawen?-Naw?,-58.9802,-12.4302,South America,Americas,Brazil (BR),shifting,320,Arawakan,Maipuran,NA,Arawakan,Central Maipuran,Paresi-Saraveka-Saluma
ende1246,end,Ende,Ende,121.555,-8.70998,Papunesia,Asia,Indonesia (ID),not endangered,87000,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
enga1252,enq,Enga,Enga,143.685,-5.45619,Papunesia,Pacific,Papua New Guinea (PG),not endangered,165000,Trans-New Guinea,Engan,NA,Nuclear Trans New Guinea,Enga-Kewa-Huli,Engan
enga1253,unknow,NA,Enga Sign Language,143.441,-5.40837,Papunesia,NA,Papua New Guinea (PG),NA,NA,NA,NA,NA,Sign Language,Village Sign Language,NA
enge1239,enn,Engenni,Engenni,6.37339,5.11931,Africa,Africa,Nigeria (NG),not endangered,20000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
engg1245,eno,Enggano,Enggano,102.245,-5.38846,Papunesia,Asia,Indonesia (ID),shifting,1500,Austronesian,Malayo-Polynesian,NA,Austronesian,Malayo-Polynesian,NA
ennn1243,enc,En,En,106.167,22.8386,Eurasia,Asia,Viet Nam (VN),shifting,200,Tai-Kadai,Kadai,NA,Tai-Kadai,Kadaic,Eastern Kra
enre1239,ptt,Enrekang,Enrekang,119.66,-3.53848,Papunesia,Asia,Indonesia (ID),not endangered,50000,Austronesian,Malayo-Polynesian,Northern,Austronesian,Malayo-Polynesian,South Sulawesi
enuu1235,enu,Enu,Enu,101.85,22.95,Eurasia,Asia,China (CN),threatened,30000,Sino-Tibetan,Tibeto-Burman,Ngwi,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
envu1234,unknow,NA,Envuelto,-70.945,-0.03556,South America,NA,Colombia (CO),NA,NA,NA,NA,NA,Unclassifiable,NA,NA
enwa1245,enw,Enwan,Enwan (Akwa Ibom State),8.20974,4.68739,Africa,Africa,Nigeria (NG),threatened,15000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
enwa1246,env,Enwan,Enwan (Edu State),6.07393,7.15316,Africa,Africa,Nigeria (NG),not endangered,14000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
enya1247,gey,Enya,Enya,25.15,0.56,Africa,Africa,"Congo, The Democratic Republic of the (CD)",not endangered,15000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
epen1239,sja,Epena,Epena,-77.3566,4.25877,South America,Americas,Colombia (CO) / Ecuador (EC) / Panama (PA),threatened,3500,Choco,Embera,NA,Chocoan,Embera,San Juan
epie1238,epi,Epie,Epie,6.3146,5.00894,Africa,Africa,Nigeria (NG),not endangered,12000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
epig1241,emy,NA,Epigraphic Mayan,-88.7689,18.9931,North America,NA,Mexico (MX),extinct,NA,NA,NA,NA,Mayan,Core Mayan,Western Mayan
erav1242,era,Eravallan,Eravallan,76.8389,10.8003,Eurasia,Asia,India (IN),not endangered,5000,Dravidian,Southern,Tamil-Kodagu,Dravidian,South Dravidian,South Dravidian I
erav1244,kjy,Erave,Erave,143.918,-6.55011,Papunesia,Pacific,Papua New Guinea (PG),not endangered,10000,Trans-New Guinea,Engan,NA,Nuclear Trans New Guinea,Enga-Kewa-Huli,Kewa-Huli
eree1241,twp,Ere,Ere,147.083,-2.15569,Papunesia,Pacific,Papua New Guinea (PG),not endangered,1030,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
erie1238,unknow,NA,Erie,-79.64,42.158,North America,NA,United States (US),NA,NA,NA,NA,NA,Unclassifiable,NA,NA
erit1239,ert,Eritai,Eritai,138.053,-2.71182,Papunesia,Asia,Indonesia (ID),not endangered,530,Lakes Plain,Tariku,NA,Lakes Plain,Tariku,East Tariku
erok1237,erw,Erokwanas,Erokwanas,132.705,-2.83746,Papunesia,Asia,Indonesia (ID),shifting,200,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
erre1238,err,Erre,Erre,132.868,-12.2839,Australia,Pacific,Australia (AU),nearly extinct,0,Australian,Giimbiyu,NA,Giimbiyu,Urninganggic,NA
erro1240,emx,NA,Erromintxela,NA,NA,Eurasia,NA,France (FR),moribund,NA,NA,NA,NA,Mixed Language,Basque-Romani,NA
ersu1241,ers,Ersu,Ersu,102.213,29.2867,Eurasia,Asia,China (CN),shifting,20000,Sino-Tibetan,Tibeto-Burman,Qiangic,Sino-Tibetan,Burmo-Qiangic,Na-Qiangic
eruw1238,erh,Eruwa,Eruwa,6.04818,5.18026,Africa,Africa,Nigeria (NG),threatened,64000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
erzy1239,myv,Erzya,Erzya,45.3901,52.8548,Eurasia,Europe,Azerbaijan (AZ) / Belarus (BY) / Estonia (EE) / Kazakhstan (KZ) / Latvia (LV) / Lithuania (LT) / Russian Federation (RU) / Ukraine (UA),shifting,614000,Uralic,Mordvin,NA,Uralic,Mordvin,NA
esan1238,ish,Esan,Esan,6.33917,6.25685,Africa,Africa,Nigeria (NG),not endangered,200000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
esee1247,mcq,Ese,Ese,148.376,-9.09451,Papunesia,Pacific,Papua New Guinea (PG),not endangered,10000,Trans-New Guinea,Southeast Papuan,Baraic,Koiarian,Baraic,NA
esee1248,ese,Ese Ejja,Ese Ejja,-67.515,-11.7268,South America,Americas,"Bolivia, Plurinational State of (BO) / Peru (PE)",shifting,1300,Tacanan,Tiatinagua,NA,Pano-Tacanan,Tacanan,Takanik-Chamik
esht1238,esh,Eshtehardi,Eshtehardi,50.3677,35.7267,Eurasia,Asia,"Iran, Islamic Republic of (IR)",shifting,0,Indo-European,Indo-Iranian,Western,Indo-European,Indo-Iranian,Iranian
esim1238,ags,Esimbi,Esimbi,9.86936,6.50094,Africa,Africa,Cameroon (CM) / Nigeria (NG),not endangered,20000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
eska1234,esy,NA,Eskayan,NA,NA,NA,NA,Philippines (PH),extinct,NA,NA,NA,NA,Artificial Language,NA,NA
eski1266,unknow,NA,Herschel Island Eskimo Trade Jargon,-152.01,70.11,North America,NA,United States (US),NA,NA,NA,NA,NA,Pidgin,Eskimo based pidgin,NA
espe1235,epo,Esperanto,Esperanto,2.81045,49.3273,Eurasia,Europe,Poland (PL),not endangered,0,Constructed language,NA,NA,Artificial Language,NA,NA
esse1238,esq,Esselen,Esselen,-121.867,36.5473,North America,Americas,United States (US),extinct,80,Hokan,Esselen-Yuman,NA,NA,NA,NA
esta1236,ots,Estado de Mexico Otomi,Estado de M?xico Otomi,-99.61,19.8781,North America,Americas,Mexico (MX),shifting,10000,Oto-Manguean,Otopamean,Otomi,Otomanguean,Western Otomanguean,Otopame-Chinantecan
esto1238,eso,Estonian Sign Language,Estonian Sign Language,24.566,58.947,Eurasia,Europe,Estonia (EE),shifting,4500,Deaf sign language,NA,NA,Sign Language,Deaf Sign Language,NA
esto1258,ekk,NA,Estonian,25.82,58.55,Eurasia,NA,Estonia (EE) / Latvia (LV) / Russian Federation (RU),not endangered,NA,NA,NA,NA,Uralic,Finnic,Coastal Finnic
esum1241,esm,NA,Esuma,-3.05409,5.21504,Africa,NA,C?te d'Ivoire (CI),NA,NA,NA,NA,NA,Unattested,Atlantic-Congo (Unattested),NA
eteb1238,etb,Etebi,Etebi,7.97357,4.79059,Africa,Africa,Nigeria (NG),threatened,15000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
eten1239,etx,Eten,Eten,8.61443,9.73073,Africa,Africa,Nigeria (NG),not endangered,40000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
eteo1236,ecr,NA,Eteocretan,NA,NA,Eurasia,NA,Greece (GR),NA,NA,NA,NA,NA,Unclassifiable,NA,NA
eteo1240,ecy,NA,Eteocypriot,NA,NA,Eurasia,NA,Cyprus (CY),NA,NA,NA,NA,NA,Unclassifiable,NA,NA
ethi1238,eth,Ethiopian Sign Language,Ethiopian Sign Language,38.8534,8.9761,Africa,Africa,Ethiopia (ET),not endangered,1000000,Deaf sign language,NA,NA,Sign Language,Deaf Sign Language,LSFic
etky1238,ich,Etkywan,Etkywan,10.3501,7.13773,Africa,Africa,Nigeria (NG),not endangered,50200,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
eton1253,eto,Eton,Eton-Mengisa,11.3935,4.21045,Africa,Africa,Cameroon (CM),not endangered,52000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
eton1255,etn,Eton,Eton (Vanuatu),168.549,-17.74,Papunesia,Pacific,Vanuatu (VU),shifting,500,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
etru1241,ett,NA,Etruscan,12.4833,41.9,Eurasia,NA,Italy (IT),extinct,NA,NA,NA,NA,NA,NA,NA
etul1245,utr,Etulo,Etulo,9.44447,7.75865,Africa,Africa,Nigeria (NG),not endangered,10000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
eude1234,unknow,NA,Eudeve,-110,28.5,North America,NA,Mexico (MX),extinct,NA,NA,NA,NA,Uto-Aztecan,Southern Uto-Aztecan,Opata-Eudeve
evan1238,bzz,Evant,Evant,9.46432,6.34906,Africa,Africa,Cameroon (CM) / Nigeria (NG),threatened,10000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
even1259,evn,Evenki,Evenki,94.689,61.972,Eurasia,Asia,China (CN) / Mongolia (MN) / Russian Federation (RU),shifting,19000,Altaic,Tungusic,Evenki,Tungusic,Northern Tungusic,Northwestern Tungusic
even1260,eve,Even,Even,130.914,70.6687,Eurasia,Asia,Russian Federation (RU),moribund,7170,Altaic,Tungusic,Even,Tungusic,Northern Tungusic,NA
eviy1235,gev,NA,Viya,10.58,-1.22,Africa,NA,Gabon (GA),moribund,NA,NA,NA,NA,Atlantic-Congo,Volta-Congo,Benue-Congo
ewag1241,nou,Ewage-Notu,Ewage-Notu,148.405,-8.68756,Papunesia,Pacific,Papua New Guinea (PG),not endangered,12900,Trans-New Guinea,Binanderean,NA,Nuclear Trans New Guinea,Greater Binanderean,Binanderean
ewee1241,ewe,Ewe,Ewe,0.81498,6.46061,Africa,Africa,Ghana (GH) / Togo (TG),not endangered,2250000,Niger-Congo,Atlantic-Congo,Kwa,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
ewon1239,ewo,Ewondo,Ewondo,11.9365,4.21141,Africa,Africa,Cameroon (CM) / Equatorial Guinea (GQ) / Gabon (GA),not endangered,578000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
ewon1240,unknow,NA,Ewondo Populaire,NA,NA,Africa,NA,Cameroon (CM),NA,NA,NA,NA,NA,Pidgin,Ewondo based,NA
extr1243,ext,Extremaduran,Extremaduran,-6.10179,39.1926,Eurasia,Europe,Portugal (PT) / Spain (ES),shifting,200000,Indo-European,Italic,Italo-Western,Indo-European,Italic,Latino-Faliscan
extr1248,unknow,NA,Extreme North Cameroon Sign Language,14.3158,10.5972,NA,NA,Cameroon (CM),NA,NA,NA,NA,NA,Sign Language,Village Sign Language,NA
eyak1241,eya,Eyak,Eyak,-144.762,60.4232,North America,Americas,United States (US),extinct,50,Na-Dene,Nuclear Na-Dene,Eyak,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,NA
fada1250,fab,Fa Dambu,Annobonese,5.61879,-1.43033,Africa,Africa,Equatorial Guinea (GQ),not endangered,2500,Creole,Portuguese based,NA,Indo-European,Italic,Latino-Faliscan
faet1240,unknow,NA,Faeto and Celle San Vito Francoprovencal,15.1716,41.3244,Eurasia,NA,Italy (IT),shifting,NA,NA,NA,NA,Indo-European,Italic,Latino-Faliscan
faga1239,faf,Fagani,Fagani,161.662,-10.4479,Papunesia,Pacific,Solomon Islands (SB),shifting,900,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
fair1238,azt,Faire Atta,Faire Atta,121.436,17.9808,Papunesia,Asia,Philippines (PH),shifting,300,Austronesian,Malayo-Polynesian,Northern Luzon,Austronesian,Malayo-Polynesian,Northern Luzon
fait1240,faj,Faita,Kulsab,145.298,-5.59947,Papunesia,Pacific,Papua New Guinea (PG),nearly extinct,50,Trans-New Guinea,Madang,Josephstaal,Nuclear Trans New Guinea,Madang,Kalamic-South Adelbert
faiw1243,fai,Faiwol,Faiwol,141.656,-5.4967,Papunesia,Pacific,Indonesia (ID) / Papua New Guinea (PG),shifting,4500,Trans-New Guinea,Ok-Awyu,Mountain,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
fala1241,fax,Fala,Fala,-6.91452,40.1651,Eurasia,Europe,Portugal (PT) / Spain (ES),not endangered,10500,Indo-European,Italic,Italo-Western,Indo-European,Italic,Latino-Faliscan
fala1243,cfm,Falam Chin,Falam Chin,92.3255,23.7893,Eurasia,Asia,Bangladesh (BD) / India (IN) / Myanmar (MM),threatened,100000,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
fali1285,fli,Fali,Fali,13.4087,10.5419,Africa,Africa,Cameroon (CM) / Nigeria (NG),not endangered,20000,Afro-Asiatic,Chadic,A,Afro-Asiatic,Chadic,Biu-Mandara
fali1291,xfa,NA,Faliscan,12.345,42.3,Eurasia,NA,Italy (IT),extinct,NA,NA,NA,NA,Indo-European,Italic,Latino-Faliscan
famm1241,fam,Fam,Fam,10.505,7.54277,Africa,Africa,Nigeria (NG),shifting,1000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
fana1235,fng,Fanagalo,Fanagalo,27.1401,-25.3848,Africa,Africa,"Congo, The Democratic Republic of the (CD) / Namibia (NA) / South Africa (ZA) / Zambia (ZM) / Zimbabwe (ZW)",extinct,5100,Pidgin,Zulu based,NA,Pidgin,Zulu based pidgin,NA
fang1246,fan,Fang,Fang (Equatorial Guinea),11.6145,1.72397,Africa,Africa,Cameroon (CM) / Congo (CG) / Equatorial Guinea (GQ) / Gabon (GA),not endangered,588000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
fang1248,fak,Fang,Fang (Cameroon),10.319,6.54384,Africa,Africa,Cameroon (CM),shifting,2400,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
fani1244,fni,Fania,Fania,18.75,10.291,Africa,Africa,Chad (TD),shifting,1100,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
fare1241,gur,Farefare,Farefare,-0.81109,11.0918,Africa,Africa,Burkina Faso (BF) / Ghana (GH),not endangered,820000,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
fare1244,unknow,NA,Vach-Vasjugan,79.8737,60.1038,Eurasia,NA,Russian Federation (RU),nearly extinct,NA,NA,NA,NA,Uralic,Khantyic,East Khanty
farn1234,nsf,NA,Far Northwestern Nisu,99.6842,25.6469,Eurasia,NA,China (CN),not endangered,NA,NA,NA,NA,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
faro1244,fao,Faroese,Faroese,-6.88497,62.0732,Eurasia,Europe,Denmark (DK) / United States (US),threatened,48200,Indo-European,Germanic,West Scandinavian,Indo-European,Germanic,Northwest Germanic
farw1235,fmu,Far Western Muria,Far Western Muria,80.4712,20.1754,Eurasia,Asia,India (IN),not endangered,400000,Dravidian,South-Central,Gondi,Dravidian,South Dravidian,South Dravidian II
fass1245,fqs,Fas,Momu-Fas,141.64,-3.10868,Papunesia,Pacific,Papua New Guinea (PG),shifting,2500,Arai-Kwomtari,Kwomtari,NA,Baibai-Fas,NA,NA
fasu1242,faa,Fasu,Fasu,143.284,-6.62687,Papunesia,Pacific,Papua New Guinea (PG),shifting,1200,Trans-New Guinea,West Kutubu,NA,NA,NA,NA
fata1245,far,Fataleka,Fataleka,160.861,-8.59041,Papunesia,Pacific,Solomon Islands (SB),not endangered,6700,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
fata1247,ddg,Fataluku,Fataluku,127.08,-8.49464,Papunesia,Asia,Timor-Leste (TL),not endangered,30000,Trans-New Guinea,West,Fataluku-Oirata,Timor-Alor-Pantar,East Timor-Bunaq,East Timor
fayj1234,unknow,NA,Fayjatases,NA,NA,South America,NA,Chile (CL),NA,NA,NA,NA,NA,Unclassifiable,NA,NA
fayu1238,fau,Fayu,Fayu,136.867,-3.14497,Papunesia,Asia,Indonesia (ID),shifting,350,Lakes Plain,Tariku,NA,Lakes Plain,Tariku,West Tariku
fefe1239,fmp,Fefe,Fe'fe',10.1442,5.18158,Africa,Africa,Cameroon (CM),not endangered,124000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
femb1238,agl,Fembe,Fembe,142.254,-5.71596,Papunesia,Pacific,Papua New Guinea (PG),shifting,350,Trans-New Guinea,East Strickland,NA,East Strickland,NA,NA
fern1234,fpe,Fernando Po Creole English,Pichi,8.78,3.74,Africa,Africa,Equatorial Guinea (GQ),not endangered,5000,Creole,English based,Krio,Indo-European,Germanic,Northwest Germanic
fero1244,fer,Feroge,Feroge,25.7171,8.61612,Africa,Africa,Sudan (SD),threatened,8000,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
fiji1242,hif,Fiji Hindi,Fiji Hindi,177.772,-17.8148,Papunesia,Pacific,Australia (AU) / Fiji (FJ) / United States (US),not endangered,380000,Indo-European,Indo-Iranian,East Central zone,Indo-European,Indo-Iranian,Indo-Aryan
fiji1243,fij,Fijian,Fijian,178.33,-18,Papunesia,Pacific,Fiji (FJ),not endangered,330000,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
fili1244,fil,Filipino,Filipino,123.464,12.265,Papunesia,Asia,Philippines (PH),not endangered,2.50E+07,Austronesian,Malayo-Polynesian,Greater Central Philippine,Austronesian,Malayo-Polynesian,Greater Central Philippine
filo1235,tlp,Filomena Mata-Coahuitlan Totonac,Filomena Mata Totonac,-97.5931,20.1415,North America,Americas,Mexico (MX),not endangered,15100,Totonacan,Totonac,NA,Totonacan,Totonac,Central Totonacan
fina1242,bkb,Finallig,Finallig,121.11,17.0319,Papunesia,Asia,Philippines (PH),NA,5000,Austronesian,Malayo-Polynesian,Northern Luzon,Austronesian,Malayo-Polynesian,Northern Luzon
finl1235,fss,Finland-Swedish Sign Language,Finland-Swedish Sign Language,25.67,60.39,Eurasia,Europe,Finland (FI),shifting,150,Deaf sign language,NA,NA,Sign Language,Deaf Sign Language,Swedish Sign
finn1310,fse,Finnish Sign Language,Finnish Sign Language,25.0677,60.661,Eurasia,Europe,Finland (FI),shifting,5000,Deaf sign language,NA,NA,Sign Language,Deaf Sign Language,Swedish Sign
finn1318,fin,Finnish,Finnish,25.5577,64.7628,Eurasia,Europe,Estonia (EE) / Finland (FI) / Norway (NO) / Russian Federation (RU) / Sweden (SE),not endangered,4700000,Uralic,Finnic,NA,Uralic,Finnic,Coastal Finnic
fino1238,fag,Finongan,Finongan,146.629,-6.33005,Papunesia,Pacific,Papua New Guinea (PG),not endangered,1300,Trans-New Guinea,Finisterre-Huon,Erap,Nuclear Trans New Guinea,Finisterre-Huon,Finisterre-Saruwaged
fioo1234,unknow,NA,Fio,10.2936,6.31256,NA,NA,Cameroon (CM),moribund,NA,NA,NA,NA,Atlantic-Congo,Volta-Congo,Benue-Congo
fipa1238,fip,Fipa,Fipa,31.3442,-7.88963,Africa,Africa,"Malawi (MW) / Tanzania, United Republic of (TZ)",not endangered,195000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
fira1238,fir,Firan,Firan,8.69095,9.65245,Africa,Africa,Nigeria (NG),threatened,2500,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
fiwa1240,fiw,Fiwaga,Fiwaga,143.646,-6.66342,Papunesia,Pacific,Papua New Guinea (PG),not endangered,300,Trans-New Guinea,East Kutubu,NA,East Kutubu,NA,NA
