Glottocode,ISO,Name_SIL,Language name,Longitude,Latitude,Area_GLOT,Continent_SIL,Country,Status_GLOT,Population_SIL,Family_SIL_Lv1,Family_SIL_Lv2,Family_SIL_Lv3,Family_GLOT_Lv1,Family_GLOT_Lv2,Family_GLOT_Lv3
flec1235,unknow,NA,Flecheiros,NA,NA,South America,NA,Brazil (BR),NA,NA,NA,NA,NA,Unattested,NA,NA
flin1247,fln,Flinders Island,Flinders Island,144.259,-14.1812,Australia,Pacific,Australia (AU),nearly extinct,0,Australian,Pama-Nyungan,NA,Pama-Nyungan,Paman,Compromise Middle Pama
fnqi1234,unknow,NA,Far North Queensland Indigenous Sign Language,142.924,-14.8305,NA,NA,Australia (AU),NA,NA,NA,NA,NA,Sign Language,Village Sign Language,NA
foau1240,flh,Foau,Foau,139.213,-3.04582,Papunesia,Asia,Indonesia (ID),shifting,230,Lakes Plain,East,NA,Lakes Plain,East Lakes Plain,NA
foii1241,foi,Foi,Foi,143.495,-6.47258,Papunesia,Pacific,Papua New Guinea (PG),not endangered,2800,Trans-New Guinea,East Kutubu,NA,East Kutubu,NA,NA
folo1238,ppo,Folopa,Folopa,144.458,-6.86321,Papunesia,Pacific,Papua New Guinea (PG),not endangered,3000,Trans-New Guinea,Teberan,NA,Teberan,NA,NA
fong1243,fgr,Fongoro,Fongoro,22.5611,11.3179,Africa,Africa,Central African Republic (CF) / Chad (TD) / Sudan (SD),nearly extinct,1000,Nilo-Saharan,Central Sudanic,Bongo-Bagirmi,Central Sudanic,Sara-Bongo-Bagirmi,SBB Occidental
fonn1241,fon,Fon,Fon,1.66495,7.15484,Africa,Africa,Benin (BJ) / Togo (TG),not endangered,1400000,Niger-Congo,Atlantic-Congo,Kwa,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
food1238,fod,Foodo,Foodo,1.40486,9.56489,Africa,Africa,Benin (BJ) / Togo (TG),not endangered,24500,Niger-Congo,Atlantic-Congo,Kwa,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
fora1245,frq,Forak,Forak,146.541,-5.69079,Papunesia,Pacific,Papua New Guinea (PG),not endangered,280,Trans-New Guinea,Finisterre-Huon,Warup,Nuclear Trans New Guinea,Finisterre-Huon,Finisterre-Saruwaged
ford1242,frd,Fordata,Fordata,131.511,-7.28902,Papunesia,Asia,Indonesia (ID),threatened,50000,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
fore1265,enf,Forest Enets,Forest Enets,88.2121,69.9829,Eurasia,Asia,Russian Federation (RU),moribund,20,Uralic,Samoyed,NA,Uralic,Samoyedic,Enets-Nenets
fore1270,for,Fore,Fore,145.507,-6.64473,Papunesia,Pacific,Papua New Guinea (PG),not endangered,17000,Trans-New Guinea,Kainantu-Goroka,Fore,Nuclear Trans New Guinea,Kainantu-Goroka,Goroka
fore1274,unknow,NA,Forest Nenets,71.97,63.72,Eurasia,NA,Russian Federation (RU),shifting,NA,NA,NA,NA,Uralic,Samoyedic,Enets-Nenets
fort1240,frt,Fortsenal,Kiai,166.931,-15.4484,Papunesia,Pacific,Vanuatu (VU),shifting,450,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
fran1260,frp,Franco-Provencal,Arpitan,6.48152,45.8051,Eurasia,Europe,France (FR) / Italy (IT) / Switzerland (CH),shifting,70000,Indo-European,Italic,Italo-Western,Indo-European,Italic,Latino-Faliscan
fran1264,frk,Frankish,Old Frankish,9.98388,52.896,Eurasia,Europe,Germany (DE),extinct,0,Indo-European,Germanic,High German,Indo-European,Germanic,Northwest Germanic
fran1266,zos,Francisco Leon Zoque,Francisco Le?n Zoque,-93.3633,17.3654,North America,Americas,Guatemala (GT) / Mexico (MX),not endangered,20000,Mixe-Zoque,Zoque,NA,Mixe-Zoque,Zoque,Chiapas Zoque
fran1267,unknow,NA,Francais Tirailleur,NA,NA,Africa,NA,Senegal (SN),NA,NA,NA,NA,NA,Pidgin,French based pidgin,NA
fren1243,fsl,French Sign Language,French Sign Language,3,47,Eurasia,Europe,France (FR) / Togo (TG),not endangered,50000,Deaf sign language,NA,NA,Sign Language,Deaf Sign Language,LSFic
friu1240,fur,Friulian,Friulian,13.0493,46.1473,Eurasia,Europe,Austria (AT) / Italy (IT),threatened,794000,Indo-European,Italic,Italo-Western,Indo-European,Italic,Latino-Faliscan
fuli1240,flr,Fuliiru,Fuliiru,28.9865,-3.04022,Africa,Africa,"Burundi (BI) / Congo, The Democratic Republic of the (CD)",not endangered,300000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
fuln1247,fun,Iate,Fulni?,-37.1402,-9.02591,South America,Americas,Brazil (BR),shifting,2930,Macro-Ge,Fulnio,NA,NA,NA,NA
fumm1238,fum,Fum,Fum,11.1087,6.66524,Africa,Africa,Nigeria (NG),not endangered,0,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
fung1245,ula,Fungwa,Fungwa,6.59138,10.5021,Africa,Africa,Nigeria (NG),not endangered,1000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
furr1244,fvr,Fur,Fur,23.6401,12.0455,Africa,Africa,Central African Republic (CF) / Chad (TD) / Sudan (SD),not endangered,500000,Nilo-Saharan,Fur,NA,Furan,NA,NA
furu1242,fuu,Furu,Furu,20.6448,4.485,Africa,Africa,"Central African Republic (CF) / Congo, The Democratic Republic of the (CD)",not endangered,12000,Nilo-Saharan,Central Sudanic,Bongo-Bagirmi,Central Sudanic,Sara-Bongo-Bagirmi,SBB Occidental
futu1245,fut,Futuna-Aniwa,Futuna-Aniwa,170.215,-19.5303,Papunesia,Pacific,Vanuatu (VU),not endangered,1500,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
fuyu1242,fuy,Fuyug,Fuyug,147.312,-8.6371,Papunesia,Pacific,Papua New Guinea (PG),not endangered,14000,Trans-New Guinea,Southeast Papuan,Fuyug,Goilalan,NA,NA
fwai1237,fwa,Fwai,Fw?i,164.901,-20.6873,Papunesia,Pacific,New Caledonia (NC),threatened,1130,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
fwee1238,fwe,Fwe,Fwe,24.4315,-17.7237,Africa,Africa,Botswana (BW) / Namibia (NA) / Zambia (ZM),not endangered,10200,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
fyam1238,pym,Fyam,Fyam,9.22293,9.59006,Africa,Africa,Nigeria (NG),shifting,3000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
fyer1241,fie,Fyer,Fyer,9.29503,9.49936,Africa,Africa,Nigeria (NG),not endangered,26100,Afro-Asiatic,Chadic,A,Afro-Asiatic,Chadic,West Chadic
gaaa1244,gaa,Ga,Ga,-0.18598,5.65488,Africa,Africa,Ghana (GH),not endangered,600000,Niger-Congo,Atlantic-Congo,Kwa,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
gaaa1245,ttb,Gaa,Gaa,11.9603,8.4809,Africa,Africa,Nigeria (NG),shifting,10000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
gaam1241,tbi,Gaam,Gaam,33.9797,11.4674,Africa,Africa,Sudan (SD),not endangered,67200,Nilo-Saharan,Eastern Sudanic,Eastern Jebel,Eastern Jebel,NA,NA
gaan1243,gqa,Gaanda,Ga'anda,12.6479,10.2955,Africa,Africa,Nigeria (NG),not endangered,43000,Afro-Asiatic,Chadic,A,Afro-Asiatic,Chadic,Biu-Mandara
gabo1234,gie,NA,Gabogbo,-5.84182,5.96476,NA,NA,C?te d'Ivoire (CI),threatened,NA,NA,NA,NA,Atlantic-Congo,Volta-Congo,Kru
gabr1253,gab,Gabri,Gabri,16.623,9.33955,Africa,Africa,Chad (TD),not endangered,34400,Afro-Asiatic,Chadic,A,Afro-Asiatic,Chadic,East Chadic
gada1258,gdg,Gadang,Ga'dang,121.455,17.2238,Papunesia,Asia,Philippines (PH),not endangered,6000,Austronesian,Malayo-Polynesian,Northern Luzon,Austronesian,Malayo-Polynesian,Northern Luzon
gada1262,gdk,Gadang,Gadang,16.997,10.425,Africa,Africa,Chad (TD),shifting,2500,Afro-Asiatic,Chadic,A,Afro-Asiatic,Chadic,East Chadic
gadd1242,gbk,Gaddi,Gaddi,76.5713,32.36,Eurasia,Asia,India (IN),not endangered,110000,Indo-European,Indo-Iranian,Northern zone,Indo-European,Indo-Iranian,Indo-Aryan
gadd1244,gad,Gaddang,Gaddang,121.177,16.5468,Papunesia,Asia,Philippines (PH),not endangered,30000,Austronesian,Malayo-Polynesian,Northern Luzon,Austronesian,Malayo-Polynesian,Northern Luzon
gade1236,gda,Gade Lohar,Gade Lohar,78.2187,25.8583,Eurasia,Asia,India (IN),not endangered,1010,Indo-European,Indo-Iranian,Central zone,Indo-European,Indo-Iranian,Indo-Aryan
gade1242,ged,Gade,Gade,7.49869,8.71139,Africa,Africa,Nigeria (NG),not endangered,72100,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
gadj1243,gdh,Gadjerawang,Gadjerawang,129.156,-15.4786,Australia,Pacific,Australia (AU),nearly extinct,3,Australian,Djeragan,NA,Jarrakan,NA,NA
gads1258,gaj,Gadsup,Gadsup,145.997,-6.31631,Papunesia,Pacific,Papua New Guinea (PG),not endangered,22100,Trans-New Guinea,Kainantu-Goroka,Gadsup-Auyana-Awa,Nuclear Trans New Guinea,Kainantu-Goroka,Kainantu
gafa1240,gft,Gafat,Gafat,39.5605,11.5764,Africa,Africa,Ethiopia (ET),extinct,0,Afro-Asiatic,Semitic,Ethiopian,Afro-Asiatic,Semitic,West Semitic
gaga1249,gag,Gagauz,Gagauz,28.0277,44.5988,Eurasia,Europe,"Bulgaria (BG) / Moldova, Republic of (MD) / Romania (RO) / Ukraine (UA)",threatened,138000,Altaic,Turkic,Turkish,Turkic,Common Turkic,Oghuz
gaga1251,gbu,Gagadu,Gaagudju,132.643,-12.5176,Australia,Pacific,Australia (AU),extinct,6,Australian,Gunwingguan,NA,NA,NA,NA
gagn1235,btg,Gagnoa Bete,Gagnoa B?t?,-5.9701,6.10051,Africa,Africa,C?te d'Ivoire (CI),not endangered,150000,Niger-Congo,Atlantic-Congo,Kru,Atlantic-Congo,Volta-Congo,Kru
gagu1242,ggu,Gagu,Gban,-5.51851,6.40859,Africa,Africa,C?te d'Ivoire (CI),not endangered,36600,Niger-Congo,Mande,Southeastern,Mande,Eastern Mande,Southeastern Mande
gahr1239,bfu,Gahri,Bunan,77.9596,32.2168,Eurasia,Asia,India (IN),shifting,4000,Sino-Tibetan,Tibeto-Burman,Tibeto-Kanauri,Sino-Tibetan,Bodic,West Himalayish
gaik1242,gbf,Gaikundi,Gaikundi,143.139,-4.01718,Papunesia,Pacific,Papua New Guinea (PG),shifting,1200,Sepik,Ndu,NA,Ndu,Nuclear Ndu,Sawosic
gail1235,gic,Gail,Gail,26.895,-28.77,Africa,Africa,South Africa (ZA),extinct,0,Unclassified,NA,NA,Unclassifiable,NA,NA
gain1243,gcn,Gaina,Gaina,148.59,-9.14409,Papunesia,Pacific,Papua New Guinea (PG),not endangered,1410,Trans-New Guinea,Binanderean,NA,Nuclear Trans New Guinea,Greater Binanderean,Binanderean
gala1252,xga,NA,Galatian,32.84,39.34,Eurasia,NA,Turkey (TR),extinct,NA,NA,NA,NA,Indo-European,Celtic,Nuclear Celtic
gala1264,glo,Galambu,Galambu,10.2542,10.1258,Africa,Africa,Nigeria (NG),not endangered,25000,Afro-Asiatic,Chadic,A,Afro-Asiatic,Chadic,West Chadic
gale1257,gar,Galeya,Galeya,150.836,-9.54137,Papunesia,Pacific,Papua New Guinea (PG),not endangered,3410,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
gale1259,gbi,Galela,Galela,128.44,2.31461,Papunesia,Asia,Indonesia (ID),not endangered,79000,West Papuan,North Halmahera,NA,North Halmahera,Northern North Halmahera,Mainland North Halmaheran
gali1258,glg,Galician,Galician,-7.5343,42.2446,Eurasia,Europe,Portugal (PT) / Spain (ES),not endangered,3170000,Indo-European,Italic,Italo-Western,Indo-European,Italic,Latino-Faliscan
gali1261,gce,Galice,Galice,-120.75,45.3914,North America,Americas,United States (US),extinct,0,Na-Dene,Nuclear Na-Dene,Athapaskan,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan
gali1262,car,Carib,Galibi Carib,-56.8323,5.83772,South America,Americas,"Brazil (BR) / French Guiana (GF) / Guyana (GY) / Suriname (SR) / Venezuela, Bolivarian Republic of (VE)",shifting,4450,Carib,Northern,NA,Cariban,Guianan,NA
gall1276,sdn,Gallurese Sardinian,Gallurese Sardinian,9.24279,41.1131,Eurasia,Europe,Italy (IT),not endangered,100000,Indo-European,Italic,Southern,Indo-European,Italic,Latino-Faliscan
gall1278,gap,Gal,Gal,145.623,-5.16351,Papunesia,Pacific,Papua New Guinea (PG),not endangered,340,Trans-New Guinea,Madang,Hanseman,Nuclear Trans New Guinea,Madang,Croisilles
galo1242,adl,Galo Adi,Galo,94.6885,27.9806,Eurasia,Asia,India (IN),threatened,30000,Sino-Tibetan,Tibeto-Burman,Tani,Sino-Tibetan,Macro-Tani,Tani
galo1243,gal,Galoli,Galoli-Talur,125.959,-8.61074,Papunesia,Asia,Indonesia (ID) / Timor-Leste (TL),threatened,50000,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
gama1251,kgj,Gamale Kham,Gamale Kham,82.6749,28.411,Eurasia,Asia,Nepal (NP),threatened,13100,Sino-Tibetan,Tibeto-Burman,Mahakiranti,Sino-Tibetan,Himalayish,Mahakiranti
gamb1251,gma,Gambera,Gambera,126.271,-14.2955,Australia,Pacific,Australia (AU),nearly extinct,0,Australian,Wororan,NA,Worrorran,Northern Worrorran,Forrest River
gamb1252,wof,Gambian Wolof,Gambian Wolof,-16.1544,13.5337,Africa,Africa,Gambia (GM) / Senegal (SN),not endangered,185000,Niger-Congo,Atlantic-Congo,Northern,Atlantic-Congo,North-Central Atlantic,North Atlantic
gamb1259,unknow,NA,Gambian Sign Language,-16.5806,13.4534,Africa,NA,Gambia (GM),NA,NA,NA,NA,NA,Sign Language,Deaf Sign Language,LSFic
game1240,unknow,NA,Gamella,-45.1835,-3.29134,South America,NA,Brazil (BR),NA,NA,NA,NA,NA,Unclassifiable,NA,NA
gami1242,gbl,Gamit,Gamit,73.6839,21.0697,Eurasia,Asia,India (IN),not endangered,400000,Indo-European,Indo-Iranian,Central zone,Indo-European,Indo-Iranian,Indo-Aryan
gami1243,kld,Gamilaraay,Yuwaalaraay-Gamilaraay,149.543,-29.9037,Australia,Pacific,Australia (AU),nearly extinct,3,Australian,Pama-Nyungan,NA,Pama-Nyungan,Southeastern Pama-Nyungan,Wiradhuric
gamk1238,gak,Gamkonora,Gamkonora,127.506,1.34308,Papunesia,Asia,Indonesia (ID),not endangered,1500,West Papuan,North Halmahera,NA,North Halmahera,Northern North Halmahera,Sahuan
gamo1241,bte,Gamo-Ningi,Gamo-Ningi,9.24843,10.9346,Africa,Africa,Nigeria (NG),extinct,15000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
gamo1243,gmv,NA,Gamo,37.2381,6.27645,Africa,NA,Ethiopia (ET),not endangered,NA,NA,NA,NA,Ta-Ne-Omotic,Ometo,North-West Ometo
gana1268,ihw,NA,Birrdhawal,148.93,-37.05,Australia,NA,Australia (AU),extinct,NA,NA,NA,NA,Pama-Nyungan,Ganaic,NA
gana1270,gne,Ganang,Ganang,9.09741,9.93195,Africa,Africa,Nigeria (NG),threatened,3000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
gana1274,gnk,Gana,//Gana,22.2003,-21.8555,Africa,Africa,Botswana (BW),shifting,2000,Khoisan,Southern Africa,Tshu-Khwe,Khoe-Kwadi,Khoe,Non-Khoekhoe
gana1277,gnq,Gana,Gana,116.145,5.57583,Papunesia,Asia,Malaysia (MY),shifting,1000,Austronesian,Malayo-Polynesian,Sabahan,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
gana1278,unn,NA,Ganai,146.5,38.58,Australia,NA,Australia (AU),extinct,NA,NA,NA,NA,Pama-Nyungan,Ganaic,NA
ganc1239,gan,Gan Chinese,Gan Chinese,115.166,27.9896,Eurasia,Asia,China (CN),not endangered,2.10E+07,Sino-Tibetan,Chinese,NA,Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic
gand1255,lug,Ganda,Ganda,32.1515,0.66884,Africa,Africa,Uganda (UG),not endangered,4130000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
gane1237,gzn,Gane,Gane,127.976,-0.42618,Papunesia,Asia,Indonesia (ID),not endangered,2900,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
gang1266,gnb,Gangte,Gangte,94.1681,24.5113,Eurasia,Asia,India (IN) / Myanmar (MM),threatened,15100,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
gang1267,gcd,Ganggalida,Ganggalida,139.426,-17.5446,Australia,Pacific,Australia (AU),nearly extinct,0,Australian,Pama-Nyungan,NA,Tangkic,Southern Tangkic,NA
gang1268,gnl,Gangulu,Gangulu,149.416,-22.7637,Australia,Pacific,Australia (AU),extinct,0,Australian,Pama-Nyungan,NA,Pama-Nyungan,Greater Maric,Guwa-Maric
gang1270,ggl,Ganglau,Ganglau,146.131,-5.57945,Papunesia,Pacific,Papua New Guinea (PG),not endangered,470,Trans-New Guinea,Madang,Yaganon,Nuclear Trans New Guinea,Madang,Rai Coast
gang1272,unknow,NA,Gangou,102.43,35.55,Eurasia,NA,China (CN),moribund,NA,NA,NA,NA,Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic
gant1244,gao,Gants,Gants,144.771,-5.28113,Papunesia,Pacific,Papua New Guinea (PG),not endangered,1880,Trans-New Guinea,Madang,NA,Nuclear Trans New Guinea,Madang,Kalamic-South Adelbert
ganz1246,gza,Ganza,Ganza,35.1373,10.2991,Africa,Africa,Ethiopia (ET),shifting,5400,Afro-Asiatic,Omotic,Mao,Blue Nile Mao,West Mao,NA
ganz1247,gnz,Ganzi,Ganzi,19.347,6.544,Africa,Africa,Central African Republic (CF),shifting,1400,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
gaoo1237,gga,Gao,Gao,159.789,-8.35163,Papunesia,Pacific,Solomon Islands (SB),shifting,1220,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
gapa1238,pwg,Gapapaiwa,Gapapaiwa,149.854,-9.73317,Papunesia,Pacific,Papua New Guinea (PG),not endangered,3000,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
gara1269,wrk,NA,Garrwa,137.72,-17.4504,Australia,NA,Australia (AU),moribund,NA,NA,NA,NA,Garrwan,NA,NA
gard1245,unknow,NA,Gardiol,16,39.4667,Eurasia,NA,Italy (IT),shifting,NA,NA,NA,NA,Indo-European,Italic,Latino-Faliscan
garh1243,gbm,Garhwali,Garhwali,78.7201,30.5061,Eurasia,Asia,China (CN) / India (IN),threatened,2920000,Indo-European,Indo-Iranian,Northern zone,Indo-European,Indo-Iranian,Indo-Aryan
gari1253,ilg,Garig-Ilgar,Garig-Ilgar,132.182,-11.412,Australia,Pacific,Australia (AU),nearly extinct,0,Australian,Yiwaidjan,NA,Iwaidjan Proper,Central Iwaidjic,NA
gari1256,cab,Garifuna,Garifuna,-86.9091,15.3529,North America,Americas,Belize (BZ) / Guatemala (GT) / Honduras (HN) / Nicaragua (NI),not endangered,98000,Arawakan,Maipuran,Caribbean,Arawakan,Northern Maipuran,Caribbean Arawakan
garo1247,grt,Garo,Garo,90.462,25.2954,Eurasia,Asia,Bangladesh (BD) / India (IN),threatened,780000,Sino-Tibetan,Tibeto-Burman,Konyak-Bodo-Garo,Sino-Tibetan,Brahmaputran,Bodo-Garo
garr1259,gex,Garre,Garre,44.6862,2.29633,Africa,Africa,Somalia (SO),threatened,57500,Afro-Asiatic,Cushitic,Somali,Afro-Asiatic,Cushitic,East Cushitic
garu1246,gyb,Garus,Garus,145.683,-4.9222,Papunesia,Pacific,Papua New Guinea (PG),not endangered,2650,Trans-New Guinea,Madang,Hanseman,Nuclear Trans New Guinea,Madang,Croisilles
gata1239,gaq,Gata,Gata',82.984,18.6076,Eurasia,Asia,India (IN),shifting,3060,Austro-Asiatic,Munda,Koraput Munda,Austroasiatic,Mundaic,South Munda
gava1241,gou,Gavar,Gavar,13.8188,10.5603,Africa,Africa,Cameroon (CM),not endangered,7000,Afro-Asiatic,Chadic,A,Afro-Asiatic,Chadic,Biu-Mandara
gavi1246,gvo,Gaviao do Jiparana,Gavi?o Do Jiparan?,-61.6752,-10.7235,South America,Americas,Brazil (BR),shifting,470,Tupi,Monde,NA,Tupian,Monde,Gavianic
gawa1247,gwt,Gawar-Bati,Gawar-Bati,71.5428,35.1982,Eurasia,Asia,Afghanistan (AF) / Pakistan (PK),threatened,8000,Indo-European,Indo-Iranian,Northwestern zone,Indo-European,Indo-Iranian,Indo-Aryan
gaww1239,gwd,Gawwada,Ale-Gawwada,37.2737,5.37869,Africa,Africa,Ethiopia (ET),not endangered,32700,Afro-Asiatic,Cushitic,Dullay,Afro-Asiatic,Cushitic,East Cushitic
gayi1237,gyl,Gayil,Gayil,36.6721,6.15034,Africa,Africa,Ethiopia (ET),not endangered,55700,Afro-Asiatic,Omotic,NA,South Omotic,AHK,Aari-Gayil
gayo1244,gay,Gayo,Gayo,97.3456,4.3733,Papunesia,Asia,Indonesia (ID),threatened,300000,Austronesian,Malayo-Polynesian,NA,Austronesian,Malayo-Polynesian,Northwest Sumatra-Barrier Islands
gazi1243,gzi,Gazi,Gazi,49.4553,34.0357,Eurasia,Asia,"Iran, Islamic Republic of (IR)",shifting,7030,Indo-European,Indo-Iranian,Western,Indo-European,Indo-Iranian,Iranian
gbag1258,gbr,Gbagyi,Gbagyi,6.90495,9.29842,Africa,Africa,Nigeria (NG),not endangered,700000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
gban1258,gbg,Gbanziri,Gbanziri-Boraka,20.2609,4.68467,Africa,Africa,"Central African Republic (CF) / Congo, The Democratic Republic of the (CD)",threatened,14500,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
gban1260,gbv,Gbanu,Gbanu,17.3887,5.28183,Africa,Africa,Central African Republic (CF),not endangered,95000,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
gbar1246,gby,Gbari,Gbari,7.10757,8.46411,Africa,Africa,Nigeria (NG),not endangered,350000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
gbay1278,gyg,Gbayi,Gbayi,21.9707,5.57378,Africa,Africa,Central African Republic (CF),shifting,5000,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
gbay1281,gmm,Gbaya-Mbodomo,Gbaya-Mbodomo,14.6069,4.80037,Africa,Africa,Cameroon (CM) / Central African Republic (CF),not endangered,20000,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
gbay1286,gbq,Gbaya-Bozoum,Gbaya-Bozoum,16.4643,5.9879,Africa,Africa,Central African Republic (CF),not endangered,32500,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
gbay1287,gbp,Gbaya-Bossangoa,Gbaya-Bossangoa,17.645,6.61896,Africa,Africa,Central African Republic (CF),not endangered,200000,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
gbay1288,krs,Gbaya,Gbaya (Sudan),25.5173,8.43391,Africa,Africa,Central African Republic (CF) / Sudan (SD),threatened,16000,Nilo-Saharan,Central Sudanic,Kresh,Kresh-Aja,NA,NA
gbes1238,gbs,Gbesi Gbe,Gbesi Gbe,2.0269,6.55911,Africa,Africa,Benin (BJ),not endangered,65000,Niger-Congo,Atlantic-Congo,Kwa,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
gbii1242,ggb,Gbii,Gbii,-8.9346,5.87021,Africa,Africa,Liberia (LR),shifting,5600,Niger-Congo,Atlantic-Congo,Kru,Atlantic-Congo,Volta-Congo,Kru
gbin1239,xgb,NA,Gbin,-2.81121,8.02086,Africa,NA,C?te d'Ivoire (CI),extinct,NA,NA,NA,NA,Mande,Eastern Mande,Southeastern Mande
gbir1241,grh,Gbiri-Niragu,Gbiri-Niragu,8.43157,10.3923,Africa,Africa,Nigeria (NG),not endangered,25000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
gbol1235,gec,Gboloo Grebo,Gboloo Grebo,-7.66699,4.75405,Africa,Africa,C?te d'Ivoire (CI) / Liberia (LR),not endangered,64400,Niger-Congo,Atlantic-Congo,Kru,Atlantic-Congo,Volta-Congo,Kru
geba1237,kvq,Geba Karen,Geba Karen,96.9492,19.4991,Eurasia,Asia,Myanmar (MM),not endangered,10000,Sino-Tibetan,Tibeto-Burman,Sgaw-Bghai,Sino-Tibetan,Karenic,Central Karen
gebe1237,gei,Gebe,Gebe,129.424,-0.07877,Papunesia,Asia,Indonesia (ID),shifting,2650,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
geda1237,gdd,Gedaged,Gedaged,145.781,-5.18175,Papunesia,Pacific,Papua New Guinea (PG),not endangered,6950,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
gede1246,drs,Gedeo,Gedeo,38.2395,6.18469,Africa,Africa,Ethiopia (ET),not endangered,637000,Afro-Asiatic,Cushitic,Highland,Afro-Asiatic,Cushitic,East Cushitic
geee1239,hmj,Ge,Ge,107.823,26.8542,Eurasia,Asia,China (CN),threatened,60000,Hmong-Mien,Hmongic,NA,Hmong-Mien,Hmongic,Nuclear Hmongic-Ho Ne
geez1241,gez,Geez,Geez,40.6821,10.1342,Africa,Africa,Eritrea (ER) / Ethiopia (ET),extinct,0,Afro-Asiatic,Semitic,Ethiopian,Afro-Asiatic,Semitic,West Semitic
geic1236,unknow,NA,Geico,-43,-6.56,South America,NA,Brazil (BR),extinct,NA,NA,NA,NA,Nuclear-Macro-Je,Je,NA
geji1246,gji,Geji,Geji,9.64965,10.3478,Africa,Africa,Nigeria (NG),shifting,6000,Afro-Asiatic,Chadic,B,Afro-Asiatic,Chadic,West Chadic
